#{"t_start": 1787791052.714679, "env_id": "Ant-v5"}
r,l,t
9.122636,61,0.718286
41.356142,28,0.756197
74.048453,69,0.849103
61.281583,81,0.957209
28.167244,25,0.991178
70.471364,103,1.132694
-4.600332,16,1.154426
16.117592,24,1.187087
9.960184,27,1.225806
11.813216,46,1.290662
30.342369,37,1.342137
53.86767,67,1.433593
14.999225,35,1.481748
968.333598,1000,2.850965
11.010794,10,2.864584
7.422207,19,2.890221
50.506312,44,2.950334
94.85337,92,3.074481
81.093932,41,3.130924
26.509253,52,3.200765
951.03505,1000,5.298136
3.631986,24,5.331326
9.656249,15,5.35215
12.133257,15,5.373391
62.76067,60,5.457509
63.388133,56,5.534001
67.981674,42,5.592387
121.563786,222,5.898718
9.587501,12,5.915868
-26.60336,121,6.082441
36.216516,59,6.161939
10.663012,16,6.18369
-6.586524,21,6.212041
48.198325,35,6.259952
36.497833,44,6.32016
7.196628,18,6.344312
63.644874,55,6.41832
68.146164,31,6.46095
98.810895,63,6.548166
109.518212,72,6.646136
83.072867,90,6.770643
126.573966,114,6.92462
28.939383,22,6.955009
13.336933,19,7.397064
46.36357,62,7.482739
-1.542992,17,7.505709
17.564748,21,7.534627
3.740678,20,7.561553
25.990299,14,7.580196
38.984388,51,7.648392
62.369804,46,7.710996
18.625953,21,7.738834
-9.929042,35,7.785684
59.504191,62,7.867983
38.745058,39,7.920293
11.180896,15,7.940529
11.99139,16,7.961705
5.475339,21,7.989778
112.828345,202,8.26372
105.795059,117,8.423712
918.969035,1000,9.808385
153.094566,115,9.962469
47.826232,51,10.031343
95.90861,177,10.921936
40.534205,34,10.968664
971.238968,1000,12.349913
118.793238,105,12.496249
124.208145,124,12.661448
4.680439,14,12.680862
36.669337,31,12.722589
21.90337,21,12.750985
60.055555,71,12.846388
24.065419,49,12.913803
18.358449,28,12.951374
46.086831,46,13.013304
85.032543,86,13.133044
12.183255,14,13.153142
80.780339,124,13.329121
120.325138,120,13.49828
87.44156,47,13.561925
50.414414,69,13.65679
44.566988,52,14.392776
73.64546,99,14.528575
12.795213,16,14.550519
26.798642,70,14.646656
10.787774,16,14.66833
24.451183,39,14.722216
37.795995,30,14.762934
8.600149,11,14.777571
37.964045,44,14.837841
90.983884,103,14.981315
30.689518,56,15.056784
7.689267,43,15.114188
12.490878,23,15.144803
48.808724,39,15.198384
