#{"t_start": 1787830415.6483421, "env_id": "Ant-v5"}
r,l,t
2102.6979,1000,1.87362
2182.969504,1000,3.161492
2276.158606,1000,4.536962
2221.313231,1000,5.852304
2297.760182,1000,7.20918
682.756785,233,7.517018
311.582268,115,7.666724
2666.394683,1000,9.035608
600.748618,233,9.343494
2692.627347,969,10.6178
228.498352,94,10.742966
1283.85575,452,11.334544
2355.073442,1000,12.697642
1496.234814,528,13.392902
756.131922,290,13.77667
320.434915,105,13.915132
2238.924423,1000,15.253973
467.497746,148,15.444951
2069.411905,1000,16.725403
1575.631423,622,17.586988
2526.392961,1000,18.895199
2364.966195,1000,20.242805
1159.828881,433,20.817626
2748.530421,1000,22.14255
2042.989535,720,23.168559
719.050503,269,23.525619
1510.331935,554,24.269071
2677.871658,1000,25.640092
2638.158975,1000,26.946458
141.555659,55,27.018366
611.694709,220,27.304763
924.121313,342,27.745528
1078.895585,367,28.281153
1741.569928,642,29.120785
2294.987651,1000,30.418557
2786.800496,1000,31.803617
2418.136243,1000,33.144676
670.750056,243,33.534477
2923.542919,1000,34.863992
2249.373587,1000,36.261527
2722.313632,1000,37.582534
1157.477064,405,38.116126
1207.44061,425,38.6801
1029.444161,373,39.233474
2304.660365,1000,40.582277
473.388619,181,40.824964
1429.48329,473,41.465244
360.299483,134,41.646683
752.524976,267,42.040607
2491.87156,1000,43.358563
2812.441884,1000,44.761155
2291.930117,1000,46.108149
761.381888,279,46.483693
195.518369,81,46.592253
2585.846156,1000,48.016144
2373.898466,1000,49.369954
754.681213,286,49.752979
2192.703485,1000,51.158693
1081.271117,432,51.76558
2364.320096,1000,53.136922
2368.951287,1000,54.490073
2400.390912,1000,55.880643
1398.618039,494,56.54486
584.146039,302,56.947932
2547.193301,1000,58.278682
1206.666827,471,58.957472
2540.24001,1000,60.302622
498.08701,154,60.509851
193.114441,70,60.603431
912.415961,322,61.035356
2724.821667,1000,62.459328
2317.221212,1000,63.815365
2182.315991,1000,65.210693
2597.515958,1000,66.55154
324.175991,140,66.735025
2130.28909,1000,68.149031
2181.270536,1000,69.516888
618.502367,233,69.830681
2137.177925,1000,71.241155
2188.822325,1000,72.593726
1169.067689,426,73.22966
14.220025,8,73.240523
2108.589425,840,74.381557
17.669525,15,74.401547
2343.19376,1000,75.805486
2235.703919,1000,77.148549
984.207416,384,77.671139
2513.803275,1000,79.092055
2608.475933,1000,80.466369
507.250405,169,80.697261
2310.81129,1000,82.136297
2551.496458,1000,83.494509
2232.907246,1000,84.896334
1666.459415,710,85.887483
2209.194348,1000,87.298592
780.960474,291,87.69725
2153.425351,1000,89.068296
1024.893924,388,89.598749
2539.920122,1000,90.982317
2110.115021,1000,92.320103
1401.026126,567,93.13082
2534.305002,1000,94.507702
495.121528,216,94.806412
94.802883,43,94.864603
2232.579004,1000,96.295311
2199.845289,1000,97.666238
425.145203,144,97.86231
2238.02164,1000,99.258194
2151.055808,1000,100.632696
2408.456465,1000,102.05351
2244.450213,1000,103.422009
2596.431995,1000,104.845088
449.370721,194,105.110922
1941.823308,749,106.122233
2352.641335,1000,107.547573
1343.59888,486,108.216905
2552.320839,1000,109.586476
2457.048844,1000,110.98793
2655.376668,1000,112.358338
2271.703061,1000,113.761793
1153.392298,488,114.428988
1604.802678,604,115.25725
275.624045,106,115.457524
2363.869456,1000,116.85647
2075.958745,1000,118.222836
2277.569223,1000,119.641886
2562.028681,1000,121.003167
21.717748,10,121.016931
2576.600075,1000,122.421361
753.2739,288,122.81379
2333.79372,1000,124.222709
2518.692294,960,125.529034
2487.556344,1000,126.927604
2384.154728,1000,128.31128
2502.918941,1000,129.739197
2259.344076,1000,131.108281
2467.290965,1000,132.503105
2380.980795,1000,133.927763
2481.048271,1000,135.295566
2296.639485,1000,136.713058
2126.759267,1000,138.109331
2068.93747,1000,139.522012
582.200082,213,139.811405
2617.988608,1000,141.243913
353.306097,121,141.409767
2500.632792,1000,142.788093
2463.864134,1000,144.2199
2261.854317,1000,145.589346
30.075436,15,145.609707
95.651503,37,145.661369
2389.293879,1000,147.082034
2237.118872,1000,148.449404
2193.075371,919,149.72903
997.567884,353,150.217757
2722.078197,1000,151.584886
2111.207343,863,152.827164
65.737894,26,152.862495
1812.665954,796,153.951689
2234.703166,1000,155.330045
2356.29297,1000,156.758345
384.918043,154,156.972995
606.815351,239,157.306731
2449.092659,1000,158.713716
2749.285156,1000,160.100248
2330.068337,1000,161.540043
2203.312802,1000,162.942301
1334.195872,542,163.70053
2449.662099,1000,165.145925
2169.873787,1000,166.527646
2279.411699,1000,167.94422
2294.792346,1000,169.324613
2270.384096,1000,170.754794
2363.873387,1000,172.121746
108.746843,48,172.189367
2338.887635,1000,173.643687
2124.212082,1000,175.037947
2591.645879,1000,176.487923
2478.676481,1000,177.897475
2512.437598,1000,179.320186
643.936423,280,179.702158
2620.832662,1000,181.074383
557.225809,215,181.368657
2046.838432,1000,182.803956
272.449282,111,182.95625
2098.13054,1000,184.393269
1968.47807,809,185.50997
2178.835122,1000,186.892074
778.522168,316,187.360837
2252.596152,1000,188.733285
2323.673626,1000,190.162779
2164.193919,1000,191.568547
207.602053,77,191.675391
2747.050905,1000,193.113962
290.973527,108,193.264197
1713.390142,684,194.219814
2061.734459,1000,195.607685
1586.882377,631,196.533527
1621.164519,690,197.485594
1672.343691,722,198.49705
1215.706686,536,199.298236
2202.076735,1000,200.675992
2292.773736,1000,202.120764
1857.069911,831,203.267323
137.769241,55,203.342781
2560.476442,1000,204.759838
2114.658549,1000,206.122307
82.281561,35,206.171101
1027.0516,436,206.780362
1511.998917,592,207.634167
2400.843364,1000,209.026466
2097.979689,1000,210.464044
220.459067,88,210.587058
2433.820257,1000,211.992538
469.277066,196,212.259598
2363.273239,1000,213.696657
2081.558934,1000,215.09415
1308.932077,524,215.819953
2292.04371,1000,217.258769
2289.698648,1000,218.642436
2128.822346,1000,220.0867
2159.530904,1000,221.46874
2474.41203,960,222.841447
361.453168,132,223.02562
2723.503545,1000,224.415781
347.35438,149,224.621731
1615.986154,631,225.553913
2208.477541,757,226.592004
1256.836222,446,227.20826
2551.552186,1000,228.633301
2141.074912,1000,230.028916
2573.93958,1000,231.469701
134.31622,71,231.566947
348.102604,137,231.756777
2092.890539,1000,233.176789
145.703235,68,233.268813
2206.556905,1000,234.697919
2573.332711,1000,236.073166
2336.812709,1000,237.516055
2082.542673,1000,238.903805
2153.904917,1000,240.346839
2546.866006,1000,241.722655
1960.412765,783,242.86905
1644.481469,614,243.74132
614.403924,228,244.059295
2078.511231,1000,245.499474
2304.17014,1000,246.887757
2642.866776,1000,248.342056
64.608573,24,248.375808
2443.52256,1000,249.773613
687.419863,220,250.080382
1676.51733,676,251.069975
1482.103055,586,251.890929
2515.869486,1000,253.297903
250.903818,103,253.441767
134.555139,50,253.510942
2010.73171,802,254.678582
2075.479161,1000,256.073987
2411.359764,1000,257.522868
2041.7484,1000,258.968668
2401.961083,1000,260.394199
23.834709,10,260.408759
1166.38034,511,261.114055
1654.496687,643,262.002714
225.47936,93,262.129326
2423.585441,1000,263.551051
2116.827603,1000,264.920644
2247.213345,1000,266.340769
2138.997265,1000,267.70993
8.493494,10,267.723623
2432.841666,858,268.949098
2339.454579,1000,270.341679
2240.251623,1000,271.78615
474.946417,223,272.095204
672.825661,273,272.47021
1601.445772,635,273.342996
536.168661,200,273.622659
2083.389928,1000,275.054786
2030.784619,802,276.16522
407.589739,165,276.393528
53.915791,19,276.419785
2622.442916,1000,277.879436
2049.456105,1000,279.350275
2509.201664,915,280.692547
2589.087319,1000,282.08239
2678.807943,1000,283.527697
1733.967565,686,284.485946
206.184702,99,284.623218
1152.363335,482,285.293071
2323.820525,1000,286.698482
2040.913715,1000,288.050732
2666.639046,1000,289.469143
2591.702306,1000,290.849133
964.496873,385,291.438993
910.980095,378,291.980708
630.5279,242,292.31848
1327.28865,610,293.160783
2422.294511,1000,294.606219
2388.438164,1000,296.00755
2221.809911,1000,297.449348
2518.361532,1000,298.833235
1638.786458,649,299.737061
22.138365,11,299.755799
285.530163,114,299.916239
2598.31862,1000,301.363088
2153.971511,1000,302.770722
2700.905333,1000,304.211987
2569.309196,1000,305.605548
176.006356,57,305.685016
2498.183681,1000,307.1008
1093.098752,420,307.670153
286.141069,115,307.831111
685.163524,284,308.218917
363.934528,134,308.400126
2305.808145,1000,309.803133
2619.5849,1000,311.16385
2470.505006,1000,312.582403
2435.758167,1000,313.940071
2615.272318,1000,315.368189
540.357419,195,315.631049
1091.666589,436,316.233195
1101.303167,512,316.942062
2096.667591,1000,318.389581
1797.42443,652,319.300286
2298.382639,1000,320.758915
2811.881007,1000,322.158583
881.412509,334,322.621301
2527.280113,1000,324.055337
671.608003,291,324.46098
2311.057094,1000,325.858748
484.6839,204,326.189661
2210.134506,1000,327.56463
2170.4899,1000,328.998948
2656.988445,1000,330.405803
2511.518898,1000,331.838638
2339.265027,1000,333.218663
48.142583,26,333.253731
1033.023187,411,333.819319
130.072414,50,333.888371
193.943168,66,333.978703
132.865372,53,334.053836
2219.401729,1000,335.488516
969.156354,367,336.001259
2382.877,1000,337.395923
2172.436933,1000,338.846732
1070.781743,391,339.38921
2379.984725,1000,340.840534
373.969924,134,341.02689
523.732074,216,341.32444
2113.884505,1000,342.714929
584.449892,202,342.994717
864.733222,324,343.492648
41.669057,20,343.519731
2482.527645,988,344.907351
173.681092,62,344.993496
2218.033139,1000,346.447432
91.317191,32,346.49175
2633.612359,1000,347.890747
286.237262,102,348.032324
405.750932,193,348.305367
1368.791522,525,349.042891
2752.247821,1000,350.505685
2399.903727,1000,351.906597
294.985191,120,352.074775
