#{"t_start": 1787830415.6459498, "env_id": "Ant-v5"}
r,l,t
2795.081261,1000,1.875725
1342.770636,460,2.462397
2288.198091,1000,3.830524
2895.813951,1000,5.142118
678.72085,241,5.458936
807.384345,274,5.821332
2625.627662,905,7.05448
153.883178,53,7.123848
2298.939286,1000,8.439422
117.703696,42,8.49487
2140.121754,735,9.51488
2714.275934,1000,10.831494
379.233608,146,11.022121
169.308009,58,11.098242
2381.674305,1000,12.457521
2083.269728,773,13.477727
2348.881329,1000,14.829143
2438.776924,1000,16.112371
2018.329677,1000,17.456975
194.044243,68,17.545791
457.998886,168,17.761531
2352.882641,1000,19.071478
2439.971121,1000,20.419502
2141.34072,1000,21.747565
2398.785169,1000,23.145696
2298.411549,1000,24.483224
2519.170784,1000,25.847304
2318.521657,829,26.931566
2115.444346,765,27.983381
1740.464689,663,28.844612
3052.517247,1000,30.14535
2180.566358,1000,31.525167
2135.447185,1000,32.862587
2735.40999,1000,34.258828
2248.188469,1000,35.602311
2366.130478,1000,36.984904
2419.067555,790,38.027899
2166.657598,1000,39.415109
2439.431569,1000,40.762489
2816.890127,1000,42.144197
1442.711028,513,42.814228
2523.007054,1000,44.154153
2123.159356,778,45.260952
132.589344,53,45.331347
1247.164495,420,45.898508
38.796173,17,45.922007
2162.20157,1000,47.271865
115.357803,47,47.338675
2264.452633,1000,48.75468
45.446987,23,48.786653
2785.189898,1000,50.137017
2963.145554,1000,51.572915
2584.800276,927,52.790184
2657.93336,1000,54.190867
2004.525588,767,55.229223
859.717982,323,55.662489
605.260175,214,55.993125
1514.117989,547,56.726592
185.699,61,56.807868
1038.608346,426,57.376032
1395.190601,574,58.139236
1698.293648,653,59.06413
1493.037174,616,59.892499
114.567039,65,59.979674
1811.596156,743,60.975214
31.534659,16,60.996686
2408.995211,1000,62.419903
2348.788223,1000,63.776749
53.548126,32,63.820423
1486.730521,536,64.589146
2602.474282,1000,65.932739
2513.019072,971,67.28977
180.907423,59,67.369628
2063.618552,1000,68.741126
207.285377,96,68.871265
2195.284954,1000,70.285457
2595.845484,1000,71.636489
803.523425,303,72.046329
2231.207991,1000,73.46147
841.534022,341,73.927884
2347.720621,1000,75.281436
2269.590548,1000,76.669902
1244.568955,535,77.397839
2109.573304,1000,78.816398
2481.112581,1000,80.191831
2666.657525,1000,81.629804
2094.485828,1000,82.99302
2279.894646,1000,84.3897
2606.042045,1000,85.780879
24.56422,11,85.795454
2260.331529,871,87.026838
1547.475928,590,87.833845
2565.366226,1000,89.205921
524.278344,179,89.450782
2459.598101,1000,90.838613
265.195968,98,90.968662
1085.964102,435,91.553559
2530.767529,1000,92.935418
2882.509135,1000,94.311511
2476.950587,1000,95.741582
2314.37458,1000,97.114236
869.558786,354,97.600553
818.46275,339,98.065348
186.531751,74,98.16496
2077.067331,1000,99.562894
2280.221589,1000,100.936874
455.312435,193,101.253026
755.829199,300,101.66181
2142.142659,1000,103.035802
2292.749389,1000,104.454638
2462.344994,1000,105.815499
2120.548349,1000,107.233653
2108.04651,1000,108.609859
1012.182394,456,109.233129
2246.887171,1000,110.637243
805.987408,305,111.052149
336.072233,139,111.241552
2526.35533,1000,112.64992
936.606526,394,113.186239
2376.159814,1000,114.555864
2152.09897,1000,116.005316
2211.003287,1000,117.375504
2377.663546,1000,118.799636
2479.126866,1000,120.163926
1251.333003,531,120.883261
1128.463848,449,121.542321
2172.584199,1000,122.900649
2613.853346,1000,124.308633
2402.171816,1000,125.669556
2221.472856,1000,127.070453
1575.371045,616,127.921812
2156.361215,1000,129.303826
430.02287,166,129.534239
2089.285656,1000,130.952319
2292.907609,1000,132.344451
2280.81356,1000,133.769044
2545.331892,1000,135.137904
1629.899282,625,136.035004
2492.119323,1000,137.421217
1354.316808,512,138.140501
2413.202932,1000,139.553045
361.521112,147,139.751918
442.461116,183,140.003023
989.40242,365,140.512717
1321.963965,569,141.344931
2044.725694,1000,142.724058
1940.787332,745,143.748398
2411.577367,1000,145.177051
2780.372637,1000,146.549068
2126.900343,1000,147.967669
2250.400957,1000,149.320167
2163.618145,1000,150.728556
2436.056306,1000,152.097415
2318.881075,1000,153.525893
2293.851883,1000,154.901019
2628.776447,1000,156.329473
2122.859313,1000,157.713665
44.254324,28,157.7519
2366.445209,1000,159.159317
2382.23116,1000,160.5522
2235.760366,1000,161.990393
2608.105735,1000,163.39513
2269.63934,1000,164.838921
2487.136016,1000,166.224926
2324.428024,1000,167.644985
2406.345723,1000,169.014668
906.955258,394,169.566982
68.798138,29,169.606222
2134.997587,1000,171.033445
2661.824514,1000,172.408354
2005.592852,1000,173.862563
2341.804877,1000,175.260174
2808.347699,1000,176.710696
855.275168,363,177.217177
2251.317018,1000,178.662024
2566.893238,1000,180.031715
2605.359462,1000,181.451898
2279.900308,1000,182.837751
146.742899,69,182.932481
287.396529,115,183.08875
2607.023935,1000,184.531522
2599.560928,1000,185.912318
2198.773225,1000,187.324172
2230.828086,1000,188.695338
725.700284,315,189.124358
1821.577445,701,190.146543
2251.158236,1000,191.55259
2319.569074,1000,192.9917
1977.381291,1000,194.385278
331.867986,139,194.580608
1005.758289,401,195.134768
2585.0749,1000,196.574542
2230.077012,1000,197.966974
2378.888126,978,199.378049
2274.63182,1000,200.759522
2436.08641,1000,202.201872
2372.116998,1000,203.578141
2088.165474,763,204.671017
2345.721965,1000,206.034028
2663.121462,1000,207.459587
324.435974,124,207.629453
2299.975903,1000,209.021646
2592.286039,1000,210.459316
2714.054845,1000,211.863722
531.933311,189,212.125118
2588.751305,1000,213.559866
2330.473131,1000,214.957329
2185.46407,1000,216.39282
2448.894501,1000,217.78046
77.947992,29,217.820636
1910.54839,748,218.856002
2361.605525,1000,220.302933
53.332428,22,220.33328
2220.376356,866,221.527375
2587.189607,1000,222.957644
2367.433604,1000,224.348045
1132.865549,481,225.071323
1299.302776,511,225.778768
1799.03568,709,226.748332
2415.564961,1000,228.178719
2091.129027,1000,229.567461
1087.717046,390,230.109899
106.337032,51,230.179608
2362.513215,1000,231.620403
2691.389843,1000,233.041022
2452.281562,1000,234.470749
2114.819493,1000,235.842283
1314.483906,541,236.648192
2762.360216,1000,238.034807
2707.81749,1000,239.477996
2179.543813,1000,240.863428
2659.610758,936,242.211717
2232.1618,1000,243.621701
2524.289238,1000,245.059803
2391.584601,1000,246.451611
16.621058,11,246.466708
2458.757407,1000,247.863127
2143.26508,1000,249.317412
2249.725355,1000,250.709105
2236.713822,1000,252.16003
1976.104219,1000,253.563067
2293.883341,1000,255.00795
1508.92567,695,255.977813
2525.307509,1000,257.426879
2186.174188,1000,258.87066
20.86661,11,258.88633
2507.165858,1000,260.313687
2240.264744,1000,261.694215
2612.831143,1000,263.118176
1240.636174,466,263.757059
390.312265,168,263.98507
1528.501958,564,264.758965
479.857296,177,265.001175
2609.9377,1000,266.422536
16.470648,13,266.440149
2327.359194,1000,267.810041
2591.669753,1000,269.233793
2183.914054,1000,270.622252
35.122203,16,270.644323
2133.544731,1000,272.091753
2376.512513,1000,273.469529
36.434018,16,273.491373
2120.934205,792,274.635787
2612.082081,1000,276.022576
2537.968046,1000,277.467475
2474.228561,1000,278.947983
2385.968506,1000,280.410917
2385.879491,1000,281.801436
1694.333046,668,282.777106
692.935113,267,283.15248
2630.962077,1000,284.548833
2341.127316,1000,285.972179
945.801643,381,286.488172
524.665596,184,286.738988
398.47467,165,286.960912
808.734802,391,287.485866
2684.937068,1000,288.902263
2365.448206,1000,290.278661
932.803858,397,290.825418
426.516458,160,291.046183
2348.775469,1000,292.507987
2574.402717,1000,293.894045
2077.33237,1000,295.346606
2276.458776,1000,296.738867
1126.588178,406,297.3567
1202.537903,489,298.037662
2620.104739,1000,299.417499
472.582588,164,299.648475
2233.231661,1000,301.102618
2604.414784,1000,302.506803
2189.651093,845,303.730838
2417.595314,1000,305.130821
327.841486,145,305.333561
514.317629,208,305.620435
2530.966448,1000,307.037678
415.65744,170,307.26837
