#{"t_start": 1787830415.6404948, "env_id": "Ant-v5"}
r,l,t
2806.117927,1000,1.880315
1208.14232,396,2.3854
2674.416586,1000,3.750799
1714.5217,676,4.639492
2362.571456,897,5.818142
20.487402,11,5.83311
322.264926,133,6.053761
2189.119564,1000,7.365897
645.233186,243,7.684523
235.27048,77,7.785566
555.108809,212,8.065341
2284.738112,1000,9.435653
2411.421136,1000,10.751642
1363.123899,495,11.398609
1547.96537,571,12.193169
2816.360467,1000,13.515079
2650.662188,1000,14.865323
1129.302122,415,15.399884
705.856901,257,15.727508
1027.161959,392,16.228753
74.209951,35,16.273648
523.761545,190,16.517108
2315.960684,1000,17.870157
2832.63877,1000,19.175925
434.247986,144,19.362084
2116.590397,1000,20.719404
2257.209062,1000,22.045035
2456.334971,1000,23.444588
2327.82807,1000,24.78544
2872.786702,914,26.028669
2530.888402,1000,27.335524
2407.718019,1000,28.689651
2187.999667,1000,29.99346
2550.158894,1000,31.365937
2185.374463,1000,32.704997
2535.852642,1000,34.103125
51.575678,25,34.136022
2823.621963,1000,35.477081
2097.675554,792,36.585257
160.664876,51,36.652354
2867.506277,1000,37.97455
587.935709,224,38.269527
2223.380146,1000,39.663562
1889.388303,717,40.630592
2174.064982,1000,42.015151
2645.531232,1000,43.332566
134.736542,45,43.392878
594.520733,211,43.67638
2253.932013,792,44.799149
2406.724501,894,46.005431
2324.688773,1000,47.359415
2732.404829,1000,48.775361
150.141297,58,48.853586
707.220709,262,49.210716
100.401945,37,49.261509
1039.421697,362,49.746659
840.083806,269,50.109408
2135.33019,1000,51.547992
2109.039338,1000,52.859664
2085.763059,1000,54.261723
1919.544838,715,55.230037
2359.645046,1000,56.615963
2199.304816,787,57.663044
70.378818,29,57.700981
2176.580466,1000,59.089323
1389.019765,506,59.769022
2468.782968,1000,61.112823
1508.40789,619,62.018309
2682.989473,1000,63.372807
2170.226725,1000,64.769691
198.728019,74,64.872684
608.569855,228,65.177679
2210.124501,1000,66.520985
74.619357,40,66.574972
2611.978736,1000,67.982532
381.078332,144,68.177612
2525.572107,1000,69.546059
60.336862,23,69.576553
125.384641,73,69.675378
1510.991837,777,70.783116
2251.273483,1000,72.135598
2529.100666,1000,73.550465
998.643678,433,74.140985
161.598144,72,74.237313
625.378145,254,74.578725
608.888113,240,74.906673
1189.591381,451,75.518471
907.88247,348,76.032897
2592.231022,1000,77.380731
2076.420474,1000,78.798911
2383.35751,1000,80.174851
2196.875268,1000,81.61298
2046.060226,1000,82.976218
2086.337204,1000,84.372935
2049.176335,1000,85.764432
2644.383625,1000,87.170513
2517.35611,1000,88.539035
149.559768,56,88.616631
1063.877845,436,89.216571
497.582775,190,89.476284
435.381799,153,89.685615
1229.118293,519,90.425594
2299.668866,1000,91.766289
1361.679636,500,92.428678
2586.998816,1000,93.841984
136.428407,46,93.904868
2348.349594,1000,95.283939
2502.212827,1000,96.709342
812.928257,305,97.126275
2335.109255,1000,98.533526
2024.802881,1000,99.893467
2369.013511,865,101.080952
2131.435771,1000,102.502537
2119.904657,1000,103.869401
2415.847712,1000,105.292344
2161.982051,1000,106.648684
2115.219824,1000,108.079015
1876.329255,714,109.059435
214.231472,98,109.192035
154.120799,67,109.282873
2111.435925,791,110.403305
2445.293559,1000,111.76961
2449.190799,1000,113.172084
2244.818545,1000,114.541807
1181.594133,464,115.177055
927.881197,412,115.797523
2381.707401,1000,117.19272
2423.458298,1000,118.616723
2542.375171,1000,119.979992
963.711315,402,120.527349
2065.78376,1000,121.932987
625.474776,235,122.250438
1822.642865,752,123.271517
1144.491779,478,123.928643
636.701135,231,124.286471
529.455786,203,124.562062
2068.748636,1000,125.925391
407.233115,164,126.14403
1545.538446,562,126.95003
707.729085,263,127.313658
109.255541,41,127.368949
1842.239326,667,128.29384
2225.620155,1000,129.72168
2093.42635,1000,131.090725
2424.900707,1000,132.485649
928.15025,401,133.08771
2415.87351,1000,134.460852
2723.743994,1000,135.86563
2121.088768,1000,137.252519
2473.777959,1000,138.682988
914.567218,314,139.11658
213.675641,88,139.236572
750.588858,289,139.63035
2743.660294,1000,141.014932
2175.626216,1000,142.44212
2527.318687,1000,143.813849
2307.397743,1000,145.242697
2427.922523,1000,146.614316
2138.518779,1000,148.031956
324.494899,143,148.227951
2606.616529,1000,149.576521
2267.956071,1000,150.990987
2917.247934,1000,152.363454
2277.929459,1000,153.788262
2028.116702,788,154.872071
2051.394627,1000,156.300427
2066.19107,1000,157.683768
2423.768805,1000,159.091586
2630.964438,1000,160.483462
2106.804192,1000,161.921538
2265.845906,1000,163.325163
