policy_training_condition,policy_training_seed,evaluation_seed,damage_leg,damage_alpha,episode_return,episode_length,terminated_before_time_limit,forward_distance,mean_forward_speed,mean_abs_raw_command_actuator_0,mean_abs_raw_command_actuator_1,mean_abs_raw_command_actuator_2,mean_abs_raw_command_actuator_3,mean_abs_raw_command_actuator_4,mean_abs_raw_command_actuator_5,mean_abs_raw_command_actuator_6,mean_abs_raw_command_actuator_7,mean_abs_applied_command_actuator_0,mean_abs_applied_command_actuator_1,mean_abs_applied_command_actuator_2,mean_abs_applied_command_actuator_3,mean_abs_applied_command_actuator_4,mean_abs_applied_command_actuator_5,mean_abs_applied_command_actuator_6,mean_abs_applied_command_actuator_7
robust,1,106,back_left,0.0,80.07691987834131,109,True,3.481829901811624,0.6388678718920411,0.41183592440611727,0.4785342285870959,0.4983412099216099,0.40855437134384015,0.5019149035898918,0.40529074075571986,0.5336758219252485,0.4840777857451264,0.41183592440611727,0.4785342285870959,0.4983412099216099,0.40855437134384015,0.5019149035898918,0.40529074075571986,0.0,0.0
robust,1,107,back_left,0.0,202.33916658818168,280,True,7.96832161854964,0.5691658298964029,0.3772738971547889,0.41303602989230837,0.45185669941628087,0.41934509651868473,0.5196264947365438,0.452646043018571,0.5826554810362202,0.43756192358476775,0.3772738971547889,0.41303602989230837,0.45185669941628087,0.41934509651868473,0.5196264947365438,0.452646043018571,0.0,0.0
robust,1,108,back_left,0.0,58.8093666744838,109,True,2.471994144121289,0.4535769071782182,0.37009370173199463,0.4569859887823599,0.48349975178513777,0.4032241114406684,0.49961294315823723,0.474127978838365,0.5854152479644762,0.4849780719351331,0.37009370173199463,0.4569859887823599,0.48349975178513777,0.4032241114406684,0.49961294315823723,0.474127978838365,0.0,0.0
robust,1,109,back_left,0.0,269.5308306160939,1000,False,0.3251004462164858,0.006502008924329716,0.3793239036016166,0.4065574488341808,0.41653101341240106,0.41005693143233657,0.4289084345698357,0.37109524439647795,0.568052358996123,0.4301775504313409,0.3793239036016166,0.4065574488341808,0.41653101341240106,0.41005693143233657,0.4289084345698357,0.37109524439647795,0.0,0.0
robust,1,100,back_right,0.0,18.65595417361104,41,True,0.823411872560663,0.4016643280783721,0.36367829961747655,0.4054159453002418,0.37983133589349144,0.4648333288184026,0.4806153607077715,0.4893863177517565,0.5796776556568902,0.38631995840043554,0.0,0.0,0.37983133589349144,0.4648333288184026,0.4806153607077715,0.4893863177517565,0.5796776556568902,0.38631995840043554
robust,1,101,back_right,0.0,-2.1489485141133007,19,True,-0.02983687165586299,-0.03140723332196104,0.4691191056841298,0.46610071706144435,0.460600882768631,0.4976834042095824,0.5680625703381864,0.4974687193569384,0.3742958281777407,0.5070270001888275,0.0,0.0,0.460600882768631,0.4976834042095824,0.5680625703381864,0.4974687193569384,0.3742958281777407,0.5070270001888275
robust,1,102,back_right,0.0,25.521737949435437,23,True,1.1513907402883903,1.001209339381209,0.45441212213557697,0.39482005636977113,0.4636153594955154,0.3586257791713528,0.5421730109854884,0.4194350057969923,0.3722554398295672,0.49021947578243585,0.0,0.0,0.4636153594955154,0.3586257791713528,0.5421730109854884,0.4194350057969923,0.3722554398295672,0.49021947578243585
robust,1,103,back_right,0.0,12.680720444067276,28,True,0.7671873110329835,0.547990936452131,0.43135914472596987,0.5225267112255096,0.43141126952001024,0.42414059742752996,0.635746852095638,0.5283895744276899,0.5373366070645196,0.42513531925422804,0.0,0.0,0.43141126952001024,0.42414059742752996,0.635746852095638,0.5283895744276899,0.5373366070645196,0.42513531925422804
robust,1,104,back_right,0.0,66.82444354174552,71,True,2.693126484428088,0.7586271787121375,0.3637591057889898,0.39135677834421817,0.3854688226809384,0.41621430616983224,0.528828475152103,0.3942492372343238,0.4423012655805534,0.34472096029301763,0.0,0.0,0.3854688226809384,0.41621430616983224,0.528828475152103,0.3942492372343238,0.4423012655805534,0.34472096029301763
robust,1,105,back_right,0.0,48.44526663576309,80,True,2.1353238863767787,0.5338309715941947,0.4306054148823023,0.4212556438986212,0.4191828097216785,0.41609510078560563,0.5712992920540273,0.4429870435036719,0.4546537263318896,0.42142846919596194,0.0,0.0,0.4191828097216785,0.41609510078560563,0.5712992920540273,0.4429870435036719,0.4546537263318896,0.42142846919596194
robust,1,106,back_right,0.0,68.69875747333589,99,True,2.8550950741541032,0.5767868836674955,0.3867331946814301,0.40864380881792367,0.43242190447118545,0.4636694956194572,0.5261747843839906,0.4194028888537426,0.4265363353370416,0.427590798774753,0.0,0.0,0.43242190447118545,0.4636694956194572,0.5261747843839906,0.4194028888537426,0.4265363353370416,0.427590798774753
robust,1,107,back_right,0.0,27.141555753096984,57,True,1.0156157945871351,0.35635641915338073,0.42277715590439346,0.465608189176572,0.3764780161150715,0.489764694581952,0.49321208109981135,0.4110373981427728,0.4962379552031818,0.40320344020922977,0.0,0.0,0.3764780161150715,0.489764694581952,0.49321208109981135,0.4110373981427728,0.4962379552031818,0.40320344020922977
