policy_training_condition,policy_training_seed,evaluation_seed,damage_leg,damage_alpha,episode_return,episode_length,terminated_before_time_limit,forward_distance,lateral_distance,horizontal_distance,mean_forward_speed,mean_horizontal_speed,mean_abs_raw_command_actuator_0,mean_abs_raw_command_actuator_1,mean_abs_raw_command_actuator_2,mean_abs_raw_command_actuator_3,mean_abs_raw_command_actuator_4,mean_abs_raw_command_actuator_5,mean_abs_raw_command_actuator_6,mean_abs_raw_command_actuator_7,mean_abs_applied_command_actuator_0,mean_abs_applied_command_actuator_1,mean_abs_applied_command_actuator_2,mean_abs_applied_command_actuator_3,mean_abs_applied_command_actuator_4,mean_abs_applied_command_actuator_5,mean_abs_applied_command_actuator_6,mean_abs_applied_command_actuator_7
robust,6,500,healthy,1.0,4213.4962531573465,1000,False,98.67045959727965,0.5909525843982201,98.67222923444773,1.973409191945593,1.9734445846889546,0.23774910360388457,0.38744685114827004,0.40768868431821464,0.36757096107304094,0.23299561996012927,0.3815055152103305,0.4663959103152156,0.45284159180149436,0.23774910360388457,0.38744685114827004,0.40768868431821464,0.36757096107304094,0.23299561996012927,0.3815055152103305,0.4663959103152156,0.45284159180149436
robust,6,501,healthy,1.0,3887.4340787839774,1000,False,76.7969916420356,-1.6594448438060292,76.81491835871805,1.535939832840712,1.5362983671743609,0.23445600057393312,0.38249244456272574,0.3633342550266534,0.3434147489592433,0.21700095558539034,0.33011326131224633,0.40029538138024506,0.36950262033753095,0.23445600057393312,0.38249244456272574,0.3633342550266534,0.3434147489592433,0.21700095558539034,0.33011326131224633,0.40029538138024506,0.36950262033753095
robust,6,502,healthy,1.0,3770.302119785767,1000,False,68.78775431070065,1.83434738455111,68.81220802616731,1.3757550862140129,1.3762441605233462,0.21557983434386552,0.3345482913358137,0.3529047845713794,0.3247500377036631,0.22342733420059085,0.2859288802035153,0.3801875607278198,0.36322188065759836,0.21557983434386552,0.3345482913358137,0.3529047845713794,0.3247500377036631,0.22342733420059085,0.2859288802035153,0.3801875607278198,0.36322188065759836
robust,6,503,healthy,1.0,4237.635661090023,1000,False,99.14085285002193,7.9710265599237555,99.4607760287879,1.9828170570004386,1.989215520575758,0.23370783599466086,0.40151045882888137,0.4154376492407173,0.35885019171983,0.23811444364860654,0.3881231234297156,0.44800963248312475,0.42634261850267646,0.23370783599466086,0.40151045882888137,0.4154376492407173,0.35885019171983,0.23811444364860654,0.3881231234297156,0.44800963248312475,0.42634261850267646
robust,6,504,healthy,1.0,3388.1178033873884,1000,False,43.21620276932921,2.2421096094137964,43.27432538238352,0.8643240553865842,0.8654865076476704,0.21471452796272933,0.3198949944814667,0.28243940888810903,0.2963717663474381,0.1883006609044969,0.25395161941275,0.3200114754512906,0.27326846854574977,0.21471452796272933,0.3198949944814667,0.28243940888810903,0.2963717663474381,0.1883006609044969,0.25395161941275,0.3200114754512906,0.27326846854574977
robust,6,505,healthy,1.0,4338.012310528512,1000,False,104.28577186795577,2.8826015134784786,104.32560378728141,2.0857154373591156,2.0865120757456284,0.24459957619942724,0.38953151542972775,0.4093012329954654,0.36710995546355846,0.23048997364193202,0.3761437106691301,0.44905062871053814,0.4467954998556525,0.24459957619942724,0.38953151542972775,0.4093012329954654,0.36710995546355846,0.23048997364193202,0.3761437106691301,0.44905062871053814,0.4467954998556525
robust,6,506,healthy,1.0,2945.8437442013696,726,True,65.37909911908254,11.334432341641701,66.35432132220231,1.801077110718527,1.8279427361488239,0.24244595032965266,0.40126869637395973,0.4016073064714383,0.36350538131085636,0.2543331259404907,0.3793046950483207,0.4406753201499458,0.4249487659347451,0.24244595032965266,0.40126869637395973,0.4016073064714383,0.36350538131085636,0.2543331259404907,0.3793046950483207,0.4406753201499458,0.4249487659347451
robust,6,507,healthy,1.0,2858.0594936874127,1000,False,2.844329300942373,-2.982888200926735,4.121629676648214,0.05688658601884746,0.08243259353296428,0.09862797819450497,0.1699370604902506,0.23732697083614768,0.21273469508439302,0.1792397889867425,0.09691375454515219,0.1985462821815163,0.16285846178233623,0.09862797819450497,0.1699370604902506,0.23732697083614768,0.21273469508439302,0.1792397889867425,0.09691375454515219,0.1985462821815163,0.16285846178233623
robust,6,508,healthy,1.0,3895.6591839563885,1000,False,82.88474186351768,-2.050776385662196,82.91010865730397,1.6576948372703535,1.6582021731460792,0.2653209883086383,0.39795537365134803,0.40127294618450104,0.36905871774256227,0.26003041768446566,0.357740212906152,0.4458069181907922,0.4355135560184717,0.2653209883086383,0.39795537365134803,0.40127294618450104,0.36905871774256227,0.26003041768446566,0.357740212906152,0.4458069181907922,0.4355135560184717
robust,6,509,healthy,1.0,3283.1533695359644,1000,False,34.82554736029638,-0.5452757261639412,34.82981588469554,0.6965109472059277,0.6965963176939108,0.1676796103361994,0.28366469406243416,0.2883663179781288,0.2701827232390642,0.1935508822053671,0.21632654414325952,0.2820822973307222,0.2734495762512088,0.1676796103361994,0.28366469406243416,0.2883663179781288,0.2701827232390642,0.1935508822053671,0.21632654414325952,0.2820822973307222,0.2734495762512088
