#{"t_start": 1787794877.4832354, "env_id": "Ant-v5"}
r,l,t
234.559152,115,0.79054
28.50448,34,0.83676
72.328012,60,0.918845
1404.770705,1000,2.305408
29.283134,39,2.359679
117.327585,86,2.479634
79.363218,45,2.541157
37.777825,24,2.5736
47.469166,47,2.637626
942.582852,1000,5.089368
5.516216,16,5.111697
103.969869,102,5.253404
129.337737,109,5.407521
158.025224,93,5.535706
249.67546,195,5.809615
1217.115227,1000,7.199389
7.629533,25,7.233796
89.761054,93,7.360324
69.437954,53,7.826167
904.651597,1000,9.218438
20.637198,77,9.326833
93.05632,69,9.423506
41.400431,34,9.470603
21.892754,30,9.511918
114.110566,101,9.654304
-24.254427,33,9.699466
15.569518,18,9.724342
21.406737,22,9.754707
29.685611,17,9.778095
50.537969,35,9.827935
89.612472,76,9.934925
57.991274,40,9.990745
74.791084,75,10.095778
25.107403,14,10.115163
33.326546,30,10.156186
64.130277,62,10.241385
27.881309,24,10.274353
26.081919,19,10.300641
26.860742,35,10.349156
1238.281975,1000,12.555726
1260.081081,1000,13.935614
44.22483,38,13.987225
56.076724,43,14.048317
24.901576,20,14.076361
42.912034,42,14.134048
19.596201,11,14.148888
29.528499,29,14.188185
37.842595,43,14.247337
78.748123,47,14.876847
976.88136,1000,16.273849
113.978014,110,16.426311
21.559455,17,16.45192
55.59545,38,16.506171
208.423823,167,16.738299
20.188866,24,16.771398
148.774777,160,16.993223
22.732565,17,17.016816
24.821095,27,17.055745
80.355195,158,17.27278
14.946329,36,17.321558
1245.200844,1000,19.296161
186.012015,189,19.5606
20.922583,21,19.589505
51.844843,50,19.660079
41.997093,79,19.769105
126.665181,71,19.867556
4.284029,24,19.900566
1437.211361,1000,21.76192
5.768702,24,21.795262
132.608312,72,21.895235
89.867544,170,22.130975
-1.900472,64,22.21841
29.679101,30,22.260009
1014.259107,1000,23.645689
214.107734,170,23.883761
34.815577,28,23.92229
37.685506,34,23.970492
120.137359,58,24.050266
24.585918,31,24.092872
2.533895,12,24.109615
15.617184,15,24.130871
140.457884,75,24.233416
39.328076,32,24.277607
27.457908,20,24.30632
175.235665,115,25.006484
85.602486,56,25.084706
72.562333,59,25.165938
23.701338,19,25.19198
1393.69941,1000,26.590955
84.643413,79,26.704864
1360.163767,1000,28.514674
223.704741,168,28.756687
12.453038,42,28.814959
1435.554737,1000,30.223786
945.923951,1000,32.260736
46.213192,33,32.306679
123.984387,81,32.422156
74.274163,57,32.502335
92.869858,60,32.586651
126.789292,94,32.723187
51.69303,48,32.78939
27.873566,24,32.822287
157.159692,137,33.014644
61.563564,54,33.089838
24.167115,19,33.115916
61.083135,51,33.187454
2.879352,13,33.205434
48.011654,41,33.262572
10.860658,13,33.280763
30.372916,60,33.365734
93.908341,81,33.477839
39.806936,41,33.535248
10.480077,14,33.555352
22.271465,16,33.579391
170.987214,149,33.787267
107.795213,69,33.882865
4.092983,16,33.904912
60.988333,27,33.942796
43.323482,43,34.00213
1021.586527,1000,35.869872
108.723451,69,35.966789
126.268579,93,36.097422
13.696446,9,36.1098
16.563099,49,36.178328
49.121436,51,36.248887
139.170964,118,36.410188
9.747177,27,36.446977
137.06291,99,36.583231
58.422703,48,36.653825
221.824045,125,36.829409
35.3995,47,36.89401
132.212033,123,37.065722
71.309592,51,37.13663
119.291875,96,37.272784
118.771568,74,37.374191
69.12535,105,37.522084
59.311404,47,37.587973
38.201654,33,37.634988
68.664288,42,37.694561
97.091306,83,37.812637
