#{"t_start": 1787827227.1904874, "env_id": "Ant-v5"}
r,l,t
3136.834643,1000,2.403555
2259.746913,768,3.579963
2841.452524,1000,8.335557
2732.282157,1000,9.943342
2366.375634,1000,14.868429
2749.34859,1000,16.444433
869.555731,281,16.877526
2886.893479,1000,21.781118
2124.621636,1000,23.419147
2951.16857,1000,28.436332
1042.811317,389,29.04732
900.489658,336,29.570438
2365.668069,1000,34.555874
2591.960455,1000,36.173974
453.020314,166,36.443496
2162.816356,1000,41.374307
2811.001644,1000,42.916983
158.660325,63,43.015728
2415.35798,877,47.54276
2722.549784,1000,49.103971
2062.501426,709,53.539905
227.636794,74,53.654576
219.103118,85,53.790512
49.814483,14,53.812927
39.149086,20,53.8446
2655.402753,1000,55.440027
1053.200424,392,56.065791
621.737675,228,56.433561
2352.271241,1000,61.453023
2631.571819,938,62.837364
2454.916076,1000,67.581499
2485.711593,1000,69.170231
2610.198299,1000,71.321819
2867.146665,1000,72.84593
2481.176938,1000,76.069403
2241.818365,1000,77.533988
2883.051773,1000,82.142035
1463.632217,524,82.902337
2854.198168,1000,87.527936
198.500095,64,87.627491
3024.487163,1000,89.11324
71.144872,25,89.148297
3234.03358,1000,93.704138
2494.01168,1000,95.21121
2691.982333,1000,99.863943
2373.43546,1000,101.365864
2973.398397,1000,103.280147
705.078263,242,103.648065
3220.769041,1000,105.150384
2790.467834,1000,110.02708
3128.994203,1000,111.569562
427.920521,145,111.791943
208.880607,73,111.903576
977.15344,337,112.404026
2729.710889,1000,117.008206
343.338586,132,117.200443
2928.678128,1000,118.820973
113.835532,44,118.891851
1763.880457,575,121.994981
1997.647727,603,122.91014
3033.001971,1000,128.05258
2153.066421,675,129.24174
2801.655493,1000,131.090183
2618.077217,1000,133.580161
2862.169823,1000,135.475777
1248.490592,433,138.338875
564.726642,211,138.717387
3045.648773,1000,140.462304
2059.538036,702,141.62434
2285.685426,1000,144.372404
1441.988597,440,145.068578
195.021667,71,145.179246
971.652143,340,145.706969
2307.581063,1000,149.366651
2938.870403,943,150.861541
700.431824,213,151.194698
1211.02984,410,154.823319
2942.777388,1000,156.466793
2979.6017,1000,161.401698
2963.527473,1000,162.969026
2917.662953,1000,168.064502
2910.986526,1000,169.6951
2664.593887,1000,174.841448
1944.952395,640,175.893447
2822.850177,1000,177.602288
2988.9799,1000,180.211597
2906.800403,1000,182.390952
3303.097445,1000,190.805515
2351.409043,793,192.577477
3015.248745,1000,200.037782
2440.97086,1000,201.862105
3227.052923,1000,207.014416
2177.484191,1000,208.766958
2610.772042,1000,212.406982
1497.029228,450,213.344875
2314.239601,1000,215.066327
2981.853874,1000,217.128524
2788.405553,1000,218.716598
2468.257992,1000,223.406852
399.780613,138,223.620698
883.900609,294,224.068374
2789.37997,1000,226.000002
473.718233,177,226.261488
2805.798011,1000,227.765724
2367.981485,1000,231.485343
1472.178474,499,232.250553
2586.884982,1000,233.74895
2373.441523,1000,238.421863
2848.410055,1000,239.995724
2838.78854,1000,244.878567
2341.856578,1000,246.440105
2536.428482,1000,251.405337
2989.253768,977,253.057707
2750.243505,1000,258.125372
3309.968138,1000,259.736037
2166.04356,690,261.333511
741.421099,250,261.80511
3064.414554,1000,263.456139
3146.382898,1000,268.47681
2700.018603,1000,270.047662
3136.528287,1000,272.852167
2413.389096,1000,274.506626
1209.289478,354,275.146556
3140.443127,1000,277.258091
2828.396563,1000,278.982105
521.402193,178,279.326069
2966.834665,1000,284.527221
2625.481347,1000,286.104548
2573.815878,1000,290.786553
2847.548463,1000,292.472887
3154.320679,1000,297.309165
3332.297321,1000,298.925157
1128.119309,373,299.519175
2365.248251,1000,301.777957
2597.427813,1000,303.340133
3567.572796,1000,307.688849
3195.653902,1000,309.311579
3239.361923,1000,314.424928
2836.248087,1000,316.207206
2410.208404,1000,321.794009
3365.910086,1000,323.572625
860.326088,290,324.674373
1487.51602,461,325.506208
3082.062441,1000,327.327944
2871.116853,1000,334.171376
3442.891978,1000,336.620973
3126.273243,1000,339.821057
2295.819578,1000,342.492697
3365.202523,1000,347.520531
2824.257087,1000,350.148103
3244.399955,1000,354.789568
3154.284322,1000,356.553485
2575.420622,1000,361.642833
2678.794008,1000,363.425194
2267.1179,1000,365.875126
1137.196647,348,366.449742
2594.758639,1000,368.138457
2941.052847,970,372.657805
3288.301259,1000,374.270205
56.779459,24,374.308001
2460.156601,1000,380.362625
1369.520208,460,381.373489
