policy_training_condition,policy_training_seed,evaluation_seed,damage_leg,damage_alpha,episode_return,episode_length,terminated_before_time_limit,forward_distance,lateral_distance,horizontal_distance,mean_forward_speed,mean_horizontal_speed,mean_abs_raw_command_actuator_0,mean_abs_raw_command_actuator_1,mean_abs_raw_command_actuator_2,mean_abs_raw_command_actuator_3,mean_abs_raw_command_actuator_4,mean_abs_raw_command_actuator_5,mean_abs_raw_command_actuator_6,mean_abs_raw_command_actuator_7,mean_abs_applied_command_actuator_0,mean_abs_applied_command_actuator_1,mean_abs_applied_command_actuator_2,mean_abs_applied_command_actuator_3,mean_abs_applied_command_actuator_4,mean_abs_applied_command_actuator_5,mean_abs_applied_command_actuator_6,mean_abs_applied_command_actuator_7
robust,6,400,healthy,1.0,4003.2767558594414,1000,False,87.8106787041419,4.05376136478966,87.9041994200772,1.7562135740828382,1.758083988401544,0.17957078008539976,0.34917016651388255,0.44735331741091794,0.36668909603357314,0.2191320936717093,0.46725213054940107,0.4907364786043763,0.3759327588304877,0.17957078008539976,0.34917016651388255,0.44735331741091794,0.36668909603357314,0.2191320936717093,0.46725213054940107,0.4907364786043763,0.3759327588304877
robust,6,401,healthy,1.0,595.9830029557246,147,True,13.534655049949261,-1.0708033120348168,13.576947633919112,1.8414496666597633,1.8472037597168858,0.16512358212704156,0.35264804795840565,0.4408996688569484,0.3497228662477059,0.218853900145714,0.4813424367330918,0.5227830728807417,0.3841858882279623,0.16512358212704156,0.35264804795840565,0.4408996688569484,0.3497228662477059,0.218853900145714,0.4813424367330918,0.5227830728807417,0.3841858882279623
robust,6,402,healthy,1.0,1059.0363770337572,258,True,23.860275724250496,1.985427349917677,23.942737508460862,1.8496337770736817,1.8560261634465784,0.17748926532303178,0.3482904599965081,0.4409492771220646,0.3594989586303862,0.21201040203026097,0.452387572663237,0.49018141733439163,0.33912816493548165,0.17748926532303178,0.3482904599965081,0.4409492771220646,0.3594989586303862,0.21201040203026097,0.452387572663237,0.49018141733439163,0.33912816493548165
robust,6,403,healthy,1.0,4113.778890367501,1000,False,92.85678714254848,3.5317731314922787,92.92392770373456,1.8571357428509696,1.8584785540746913,0.17905556562915445,0.3367023577177897,0.438717228385387,0.3653091830611229,0.22388144513964653,0.4619363060854375,0.4964487551227212,0.37052906569838523,0.17905556562915445,0.3367023577177897,0.438717228385387,0.3653091830611229,0.22388144513964653,0.4619363060854375,0.4964487551227212,0.37052906569838523
robust,6,404,healthy,1.0,390.02813549365453,84,True,10.081646943267032,-0.9521833812173192,10.126512641583574,2.400392129349293,2.4110744384722795,0.20160575645665327,0.29534318910113405,0.4272795786216323,0.3166992177388498,0.19895820319652557,0.43845591064365136,0.5361907567740196,0.39372281073814347,0.20160575645665327,0.29534318910113405,0.4272795786216323,0.3166992177388498,0.19895820319652557,0.43845591064365136,0.5361907567740196,0.39372281073814347
robust,6,405,healthy,1.0,3770.5059581375153,1000,False,67.10546977277123,6.5187875853269635,67.4213516996428,1.3421093954554246,1.348427033992856,0.17515594249591232,0.29536733343824745,0.35762277435977013,0.30535606906563045,0.19154298115894197,0.35795378586277365,0.3935606345590204,0.307265300674364,0.17515594249591232,0.29536733343824745,0.35762277435977013,0.30535606906563045,0.19154298115894197,0.35795378586277365,0.3935606345590204,0.307265300674364
robust,6,406,healthy,1.0,3710.142730196857,1000,False,72.62739677449349,18.390270240235786,74.91956221007041,1.4525479354898698,1.4983912442014082,0.17616679421067238,0.35790599905420095,0.43063381166988984,0.3663031127005815,0.25180404971167447,0.44104057359695437,0.46409885567985476,0.35754807891696694,0.17616679421067238,0.35790599905420095,0.43063381166988984,0.3663031127005815,0.25180404971167447,0.44104057359695437,0.46409885567985476,0.35754807891696694
robust,6,407,healthy,1.0,1460.7056495727204,341,True,34.79717877450907,2.6777223467339324,34.90005512361468,2.040890250704344,2.046924054170949,0.19209770021463068,0.34628736603010957,0.4525222892339049,0.36181694342375154,0.20835578188169038,0.44969649066673345,0.5020466011257902,0.34694501405849487,0.19209770021463068,0.34628736603010957,0.4525222892339049,0.36181694342375154,0.20835578188169038,0.44969649066673345,0.5020466011257902,0.34694501405849487
robust,6,408,healthy,1.0,1138.0461310393737,271,True,26.19744550061085,2.2135706797476034,26.290797742018288,1.9333908118531993,1.9402802761637112,0.18213528985109495,0.33947192719790437,0.431934099635831,0.35381223011170804,0.2126249445128045,0.468045616061925,0.4707769465210033,0.36836457626406116,0.18213528985109495,0.33947192719790437,0.431934099635831,0.35381223011170804,0.2126249445128045,0.468045616061925,0.4707769465210033,0.36836457626406116
robust,6,409,healthy,1.0,262.0096337367286,66,True,5.94268691614679,-0.5518487865801319,5.968254758854736,1.8008142170141785,1.8085620481377986,0.18830108501468645,0.35266115213038796,0.41832094849792845,0.3642248726365241,0.18436761403625662,0.4553780799562281,0.5695151465973167,0.39517419277267024,0.18830108501468645,0.35266115213038796,0.41832094849792845,0.3642248726365241,0.18436761403625662,0.4553780799562281,0.5695151465973167,0.39517419277267024
