policy_training_condition,policy_training_seed,tag,environment_steps,value
nominal,6,train/approx_kl,4710400,0.02118567004799843
nominal,6,train/approx_kl,4718592,0.011934258975088596
nominal,6,train/approx_kl,4726784,0.020744821056723595
nominal,6,train/approx_kl,4734976,0.013384105637669563
nominal,6,train/approx_kl,4743168,0.0221503097563982
nominal,6,train/approx_kl,4751360,0.014136306941509247
nominal,6,train/approx_kl,4759552,0.01277549471706152
nominal,6,train/approx_kl,4767744,0.022356973960995674
nominal,6,train/approx_kl,4775936,0.012869644910097122
nominal,6,train/approx_kl,4784128,0.019493093714118004
nominal,6,train/approx_kl,4792320,0.01445862278342247
nominal,6,train/approx_kl,4800512,0.01138894259929657
nominal,6,train/approx_kl,4808704,0.03324583172798157
nominal,6,train/approx_kl,4816896,0.014777446165680885
nominal,6,train/approx_kl,4825088,0.009253635071218014
nominal,6,train/approx_kl,4833280,0.012827649712562561
nominal,6,train/approx_kl,4841472,0.009562156163156033
nominal,6,train/approx_kl,4849664,0.020194288343191147
nominal,6,train/approx_kl,4857856,0.01977025344967842
nominal,6,train/approx_kl,4866048,0.010778357274830341
nominal,6,train/approx_kl,4874240,0.01380783412605524
nominal,6,train/approx_kl,4882432,0.020190292969346046
nominal,6,train/approx_kl,4890624,0.010842789895832539
nominal,6,train/approx_kl,4898816,0.012769361026585102
nominal,6,train/approx_kl,4907008,0.019060280174016953
nominal,6,train/approx_kl,4915200,0.011442787013947964
nominal,6,train/approx_kl,4923392,0.01176461298018694
nominal,6,train/approx_kl,4931584,0.013903171755373478
nominal,6,train/approx_kl,4939776,0.021658306941390038
nominal,6,train/approx_kl,4947968,0.013959677889943123
nominal,6,train/approx_kl,4956160,0.01530444249510765
nominal,6,train/approx_kl,4964352,0.01907450519502163
nominal,6,train/approx_kl,4972544,0.009945843368768692
nominal,6,train/approx_kl,4980736,0.011725269258022308
nominal,6,train/approx_kl,4988928,0.019111990928649902
nominal,6,train/approx_kl,4997120,0.015180619433522224
nominal,6,train/approx_kl,5005312,0.011468500830233097
nominal,6,train/clip_fraction,16384,0.13145379722118378
nominal,6,train/clip_fraction,24576,0.2109195441007614
nominal,6,train/clip_fraction,32768,0.1727386862039566
nominal,6,train/clip_fraction,40960,0.1935344785451889
nominal,6,train/clip_fraction,49152,0.19217415153980255
nominal,6,train/clip_fraction,57344,0.16482676565647125
nominal,6,train/clip_fraction,65536,0.16657021641731262
nominal,6,train/clip_fraction,73728,0.17893144488334656
nominal,6,train/clip_fraction,81920,0.195219486951828
nominal,6,train/clip_fraction,90112,0.20921939611434937
nominal,6,train/clip_fraction,98304,0.1814236044883728
nominal,6,train/clip_fraction,106496,0.1779513955116272
nominal,6,train/clip_fraction,114688,0.17894616723060608
nominal,6,train/clip_fraction,122880,0.1818387657403946
nominal,6,train/clip_fraction,131072,0.17369981110095978
nominal,6,train/clip_fraction,139264,0.2005062848329544
nominal,6,train/clip_fraction,147456,0.194423645734787
nominal,6,train/clip_fraction,155648,0.1632339060306549
nominal,6,train/clip_fraction,163840,0.13907797634601593
nominal,6,train/clip_fraction,172032,0.1969401091337204
nominal,6,train/clip_fraction,180224,0.2247488796710968
nominal,6,train/clip_fraction,188416,0.21212635934352875
nominal,6,train/clip_fraction,196608,0.16480977833271027
nominal,6,train/clip_fraction,204800,0.18773147463798523
nominal,6,train/clip_fraction,212992,0.2004825323820114
nominal,6,train/clip_fraction,221184,0.22685185074806213
nominal,6,train/clip_fraction,229376,0.19547413289546967
nominal,6,train/clip_fraction,237568,0.16672207415103912
nominal,6,train/clip_fraction,245760,0.1829819232225418
nominal,6,train/clip_fraction,253952,0.19474637508392334
nominal,6,train/clip_fraction,262144,0.20493951439857483
nominal,6,train/clip_fraction,270336,0.1967516392469406
nominal,6,train/clip_fraction,278528,0.16856971383094788
nominal,6,train/clip_fraction,286720,0.21135355532169342
nominal,6,train/clip_fraction,294912,0.17170138657093048
nominal,6,train/clip_fraction,303104,0.1540178507566452
nominal,6,train/clip_fraction,311296,0.18352754414081573
nominal,6,train/clip_fraction,319488,0.20561593770980835
nominal,6,train/clip_fraction,327680,0.17440475523471832
nominal,6,train/clip_fraction,335872,0.21127231419086456
nominal,6,train/clip_fraction,344064,0.18573588132858276
nominal,6,train/clip_fraction,352256,0.1823979616165161
nominal,6,train/clip_fraction,360448,0.1785714328289032
nominal,6,train/clip_fraction,368640,0.18920454382896423
nominal,6,train/clip_fraction,376832,0.18150252103805542
nominal,6,train/clip_fraction,385024,0.18141447007656097
nominal,6,train/clip_fraction,393216,0.19819079339504242
nominal,6,train/clip_fraction,401408,0.17372311651706696
nominal,6,train/clip_fraction,409600,0.177526593208313
nominal,6,train/clip_fraction,417792,0.2119360864162445
nominal,6,train/clip_fraction,425984,0.1838592290878296
nominal,6,train/clip_fraction,434176,0.1971558928489685
nominal,6,train/clip_fraction,442368,0.1507352888584137
nominal,6,train/clip_fraction,450560,0.19627976417541504
nominal,6,train/clip_fraction,458752,0.1756249964237213
nominal,6,train/clip_fraction,466944,0.1570870578289032
nominal,6,train/clip_fraction,475136,0.2034313678741455
nominal,6,train/clip_fraction,483328,0.16521139442920685
nominal,6,train/clip_fraction,491520,0.18313953280448914
nominal,6,train/clip_fraction,499712,0.2185150384902954
nominal,6,train/clip_fraction,507904,0.18882979452610016
nominal,6,train/clip_fraction,516096,0.18252059817314148
nominal,6,train/clip_fraction,524288,0.12372449040412903
nominal,6,train/clip_fraction,532480,0.1484375
nominal,6,train/clip_fraction,540672,0.16748046875
nominal,6,train/clip_fraction,548864,0.15520833432674408
nominal,6,train/clip_fraction,557056,0.19806985557079315
nominal,6,train/clip_fraction,565248,0.19021739065647125
nominal,6,train/clip_fraction,573440,0.17083333432674408
nominal,6,train/clip_fraction,581632,0.1216517835855484
nominal,6,train/clip_fraction,589824,0.2026263326406479
nominal,6,train/clip_fraction,598016,0.191021129488945
nominal,6,train/clip_fraction,606208,0.1845332235097885
nominal,6,train/clip_fraction,614400,0.17471590638160706
nominal,6,train/clip_fraction,622592,0.20246011018753052
nominal,6,train/clip_fraction,630784,0.19597138464450836
nominal,6,train/clip_fraction,638976,0.19918224215507507
nominal,6,train/clip_fraction,647168,0.1927083283662796
nominal,6,train/clip_fraction,655360,0.1618114411830902
nominal,6,train/clip_fraction,663552,0.18168218433856964
nominal,6,train/clip_fraction,671744,0.2145182341337204
nominal,6,train/clip_fraction,679936,0.22420400381088257
nominal,6,train/clip_fraction,688128,0.18475507199764252
nominal,6,train/clip_fraction,696320,0.17120295763015747
nominal,6,train/clip_fraction,704512,0.14562499523162842
nominal,6,train/clip_fraction,712704,0.168212890625
nominal,6,train/clip_fraction,720896,0.16025641560554504
nominal,6,train/clip_fraction,729088,0.2005814015865326
nominal,6,train/clip_fraction,737280,0.1647135466337204
nominal,6,train/clip_fraction,745472,0.18866822123527527
nominal,6,train/clip_fraction,753664,0.171875
nominal,6,train/clip_fraction,761856,0.18217720091342926
nominal,6,train/clip_fraction,770048,0.17828525602817535
nominal,6,train/clip_fraction,778240,0.1432291716337204
nominal,6,train/clip_fraction,786432,0.14700254797935486
nominal,6,train/clip_fraction,794624,0.1792140156030655
nominal,6,train/clip_fraction,802816,0.22958669066429138
nominal,6,train/clip_fraction,811008,0.14232337474822998
nominal,6,train/clip_fraction,819200,0.173828125
nominal,6,train/clip_fraction,827392,0.15148304402828217
nominal,6,train/clip_fraction,835584,0.13506944477558136
nominal,6,train/clip_fraction,843776,0.19086021184921265
nominal,6,train/clip_fraction,851968,0.13625000417232513
nominal,6,train/clip_fraction,860160,0.1148897036910057
nominal,6,train/clip_fraction,868352,0.18770833313465118
nominal,6,train/clip_fraction,876544,0.2011471539735794
nominal,6,train/clip_fraction,884736,0.18209876120090485
nominal,6,train/clip_fraction,892928,0.15510110557079315
nominal,6,train/clip_fraction,901120,0.15546874701976776
nominal,6,train/clip_fraction,909312,0.14873798191547394
nominal,6,train/clip_fraction,917504,0.09218750149011612
nominal,6,train/clip_fraction,925696,0.17666666209697723
nominal,6,train/clip_fraction,933888,0.18597561120986938
nominal,6,train/clip_fraction,942080,0.19066455960273743
nominal,6,train/clip_fraction,950272,0.21521739661693573
nominal,6,train/clip_fraction,958464,0.20656250417232513
nominal,6,train/clip_fraction,966656,0.1379716992378235
nominal,6,train/clip_fraction,974848,0.1547475904226303
nominal,6,train/clip_fraction,983040,0.18909801542758942
nominal,6,train/clip_fraction,991232,0.18437500298023224
nominal,6,train/clip_fraction,999424,0.1517857164144516
nominal,6,train/clip_fraction,1007616,0.13179348409175873
nominal,6,train/clip_fraction,1015808,0.2208646684885025
nominal,6,train/clip_fraction,1024000,0.18291667103767395
nominal,6,train/clip_fraction,1032192,0.1825367659330368
nominal,6,train/clip_fraction,1040384,0.1959005445241928
nominal,6,train/clip_fraction,1048576,0.1664772778749466
nominal,6,train/clip_fraction,1056768,0.16360294818878174
nominal,6,train/clip_fraction,1064960,0.16033653914928436
nominal,6,train/clip_fraction,1073152,0.1597222238779068
nominal,6,train/clip_fraction,1081344,0.1997767835855484
nominal,6,train/clip_fraction,1089536,0.14460784196853638
nominal,6,train/clip_fraction,1097728,0.15294471383094788
nominal,6,train/clip_fraction,1105920,0.2068452388048172
nominal,6,train/clip_fraction,1114112,0.20505401492118835
nominal,6,train/clip_fraction,1122304,0.17627641558647156
nominal,6,train/clip_fraction,1130496,0.23271571099758148
nominal,6,train/clip_fraction,1138688,0.16534514725208282
nominal,6,train/clip_fraction,1146880,0.1466836780309677
nominal,6,train/clip_fraction,1155072,0.22294560074806213
nominal,6,train/clip_fraction,1163264,0.18087121844291687
nominal,6,train/clip_fraction,1171456,0.19769737124443054
nominal,6,train/clip_fraction,1179648,0.21495752036571503
nominal,6,train/clip_fraction,1187840,0.13032670319080353
nominal,6,train/clip_fraction,1196032,0.15041977167129517
nominal,6,train/clip_fraction,1204224,0.15519067645072937
nominal,6,train/clip_fraction,1212416,0.188430055975914
nominal,6,train/clip_fraction,1220608,0.14539195597171783
nominal,6,train/clip_fraction,1228800,0.19206957519054413
nominal,6,train/clip_fraction,1236992,0.1871744841337204
nominal,6,train/clip_fraction,1245184,0.1835029125213623
nominal,6,train/clip_fraction,1253376,0.12187500298023224
nominal,6,train/clip_fraction,1261568,0.16674107313156128
nominal,6,train/clip_fraction,1269760,0.16980698704719543
nominal,6,train/clip_fraction,1277952,0.16634614765644073
nominal,6,train/clip_fraction,1286144,0.1607990562915802
nominal,6,train/clip_fraction,1294336,0.1624504029750824
nominal,6,train/clip_fraction,1302528,0.18882042169570923
nominal,6,train/clip_fraction,1310720,0.15251865983009338
nominal,6,train/clip_fraction,1318912,0.1821691244840622
nominal,6,train/clip_fraction,1327104,0.20454545319080353
nominal,6,train/clip_fraction,1335296,0.19013798236846924
nominal,6,train/clip_fraction,1343488,0.1507161408662796
nominal,6,train/clip_fraction,1351680,0.16195102035999298
nominal,6,train/clip_fraction,1359872,0.12980769574642181
nominal,6,train/clip_fraction,1368064,0.2114955335855484
nominal,6,train/clip_fraction,1376256,0.12863372266292572
nominal,6,train/clip_fraction,1384448,0.1974431872367859
nominal,6,train/clip_fraction,1392640,0.18411459028720856
nominal,6,train/clip_fraction,1400832,0.17583955824375153
nominal,6,train/clip_fraction,1409024,0.2004522979259491
nominal,6,train/clip_fraction,1417216,0.171875
nominal,6,train/clip_fraction,1425408,0.14128988981246948
nominal,6,train/clip_fraction,1433600,0.14886364340782166
nominal,6,train/clip_fraction,1441792,0.17232142388820648
nominal,6,train/clip_fraction,1449984,0.14281250536441803
nominal,6,train/clip_fraction,1458176,0.17741934955120087
nominal,6,train/clip_fraction,1466368,0.1821489781141281
nominal,6,train/clip_fraction,1474560,0.16905738413333893
nominal,6,train/clip_fraction,1482752,0.16657839715480804
nominal,6,train/clip_fraction,1490944,0.18950892984867096
nominal,6,train/clip_fraction,1499136,0.16510416567325592
nominal,6,train/clip_fraction,1507328,0.2038602977991104
nominal,6,train/clip_fraction,1515520,0.12119932472705841
nominal,6,train/clip_fraction,1523712,0.19105114042758942
nominal,6,train/clip_fraction,1531904,0.1484375
nominal,6,train/clip_fraction,1540096,0.18359375
nominal,6,train/clip_fraction,1548288,0.22060751914978027
nominal,6,train/clip_fraction,1556480,0.1915838122367859
nominal,6,train/clip_fraction,1564672,0.1822916716337204
nominal,6,train/clip_fraction,1572864,0.204985111951828
nominal,6,train/clip_fraction,1581056,0.17007210850715637
nominal,6,train/clip_fraction,1589248,0.1484375
nominal,6,train/clip_fraction,1597440,0.2080393135547638
nominal,6,train/clip_fraction,1605632,0.15998134016990662
nominal,6,train/clip_fraction,1613824,0.12968750298023224
nominal,6,train/clip_fraction,1622016,0.12580819427967072
nominal,6,train/clip_fraction,1630208,0.16429227590560913
nominal,6,train/clip_fraction,1638400,0.15941722691059113
nominal,6,train/clip_fraction,1646592,0.1551496535539627
nominal,6,train/clip_fraction,1654784,0.215485081076622
nominal,6,train/clip_fraction,1662976,0.18827351927757263
nominal,6,train/clip_fraction,1671168,0.1376953125
nominal,6,train/clip_fraction,1679360,0.1836419701576233
nominal,6,train/clip_fraction,1687552,0.1827799528837204
nominal,6,train/clip_fraction,1695744,0.16329225897789001
nominal,6,train/clip_fraction,1703936,0.17557565867900848
nominal,6,train/clip_fraction,1712128,0.1875
nominal,6,train/clip_fraction,1720320,0.21552957594394684
nominal,6,train/clip_fraction,1728512,0.1927083283662796
nominal,6,train/clip_fraction,1736704,0.125
nominal,6,train/clip_fraction,1744896,0.17067307233810425
nominal,6,train/clip_fraction,1753088,0.17872807383537292
nominal,6,train/clip_fraction,1761280,0.1616477221250534
nominal,6,train/clip_fraction,1769472,0.14709052443504333
nominal,6,train/clip_fraction,1777664,0.18978658318519592
nominal,6,train/clip_fraction,1785856,0.20929276943206787
nominal,6,train/clip_fraction,1794048,0.1602909415960312
nominal,6,train/clip_fraction,1802240,0.17264661192893982
nominal,6,train/clip_fraction,1810432,0.17033179104328156
nominal,6,train/clip_fraction,1818624,0.15300707519054413
nominal,6,train/clip_fraction,1826816,0.15005387365818024
nominal,6,train/clip_fraction,1835008,0.1733630895614624
nominal,6,train/clip_fraction,1843200,0.21144481003284454
nominal,6,train/clip_fraction,1851392,0.18914473056793213
nominal,6,train/clip_fraction,1859584,0.22175000607967377
nominal,6,train/clip_fraction,1867776,0.20614346861839294
nominal,6,train/clip_fraction,1875968,0.15881849825382233
nominal,6,train/clip_fraction,1884160,0.1617288887500763
nominal,6,train/clip_fraction,1892352,0.14008620381355286
nominal,6,train/clip_fraction,1900544,0.21402311325073242
nominal,6,train/clip_fraction,1908736,0.18062500655651093
nominal,6,train/clip_fraction,1916928,0.17240466177463531
nominal,6,train/clip_fraction,1925120,0.17109374701976776
nominal,6,train/clip_fraction,1933312,0.20404411852359772
nominal,6,train/clip_fraction,1941504,0.112351194024086
nominal,6,train/clip_fraction,1949696,0.12997159361839294
nominal,6,train/clip_fraction,1957888,0.12047697603702545
nominal,6,train/clip_fraction,1966080,0.18135246634483337
nominal,6,train/clip_fraction,1974272,0.1880580335855484
nominal,6,train/clip_fraction,1982464,0.140625
nominal,6,train/clip_fraction,1990656,0.19048455357551575
nominal,6,train/clip_fraction,1998848,0.16848959028720856
nominal,6,train/clip_fraction,2007040,0.17763157188892365
nominal,6,train/clip_fraction,2015232,0.1863839328289032
nominal,6,train/clip_fraction,2023424,0.236328125
nominal,6,train/clip_fraction,2031616,0.1902083307504654
nominal,6,train/clip_fraction,2039808,0.18662382662296295
nominal,6,train/clip_fraction,2048000,0.1711566150188446
nominal,6,train/clip_fraction,2056192,0.15625
nominal,6,train/clip_fraction,2064384,0.1517857164144516
nominal,6,train/clip_fraction,2072576,0.1507352888584137
nominal,6,train/clip_fraction,2080768,0.1546556055545807
nominal,6,train/clip_fraction,2088960,0.1395089328289032
nominal,6,train/clip_fraction,2097152,0.14391447603702545
nominal,6,train/clip_fraction,2105344,0.18886718153953552
nominal,6,train/clip_fraction,2113536,0.18337911367416382
nominal,6,train/clip_fraction,2121728,0.15549394488334656
nominal,6,train/clip_fraction,2129920,0.167119562625885
nominal,6,train/clip_fraction,2138112,0.1647518426179886
nominal,6,train/clip_fraction,2146304,0.14681604504585266
nominal,6,train/clip_fraction,2154496,0.13523706793785095
nominal,6,train/clip_fraction,2162688,0.17160087823867798
nominal,6,train/clip_fraction,2170880,0.1904296875
nominal,6,train/clip_fraction,2179072,0.10582386702299118
nominal,6,train/clip_fraction,2187264,0.185546875
nominal,6,train/clip_fraction,2195456,0.14859068393707275
nominal,6,train/clip_fraction,2203648,0.1844135820865631
nominal,6,train/clip_fraction,2211840,0.18347537517547607
nominal,6,train/clip_fraction,2220032,0.19637784361839294
nominal,6,train/clip_fraction,2228224,0.16796875
nominal,6,train/clip_fraction,2236416,0.14861111342906952
nominal,6,train/clip_fraction,2244608,0.1578824669122696
nominal,6,train/clip_fraction,2252800,0.16490384936332703
nominal,6,train/clip_fraction,2260992,0.18371212482452393
nominal,6,train/clip_fraction,2269184,0.14087702333927155
nominal,6,train/clip_fraction,2277376,0.16452205181121826
nominal,6,train/clip_fraction,2285568,0.14004629850387573
nominal,6,train/clip_fraction,2293760,0.2071368247270584
nominal,6,train/clip_fraction,2301952,0.11796875298023224
nominal,6,train/clip_fraction,2310144,0.17006340622901917
nominal,6,train/clip_fraction,2318336,0.19099506735801697
nominal,6,train/clip_fraction,2326528,0.18523550033569336
nominal,6,train/clip_fraction,2334720,0.17770832777023315
nominal,6,train/clip_fraction,2342912,0.15966796875
nominal,6,train/clip_fraction,2351104,0.1325334757566452
nominal,6,train/clip_fraction,2359296,0.1930379718542099
nominal,6,train/clip_fraction,2367488,0.16552734375
nominal,6,train/clip_fraction,2375680,0.1623263955116272
nominal,6,train/clip_fraction,2383872,0.1483134925365448
nominal,6,train/clip_fraction,2392064,0.1748046875
nominal,6,train/clip_fraction,2400256,0.1935369372367859
nominal,6,train/clip_fraction,2408448,0.16837283968925476
nominal,6,train/clip_fraction,2416640,0.17123287916183472
nominal,6,train/clip_fraction,2424832,0.17390422523021698
nominal,6,train/clip_fraction,2433024,0.15413135290145874
nominal,6,train/clip_fraction,2441216,0.14028532803058624
nominal,6,train/clip_fraction,2449408,0.18887867033481598
nominal,6,train/clip_fraction,2457600,0.15496926009655
nominal,6,train/clip_fraction,2465792,0.16525423526763916
nominal,6,train/clip_fraction,2473984,0.2034313678741455
nominal,6,train/clip_fraction,2482176,0.1706250011920929
nominal,6,train/clip_fraction,2490368,0.1309267282485962
nominal,6,train/clip_fraction,2498560,0.1655016392469406
nominal,6,train/clip_fraction,2506752,0.15956439077854156
nominal,6,train/clip_fraction,2514944,0.1749526560306549
nominal,6,train/clip_fraction,2523136,0.12860576808452606
nominal,6,train/clip_fraction,2531328,0.17126622796058655
nominal,6,train/clip_fraction,2539520,0.111328125
nominal,6,train/clip_fraction,2547712,0.18102678656578064
nominal,6,train/clip_fraction,2555904,0.16898147761821747
nominal,6,train/clip_fraction,2564096,0.1550000011920929
nominal,6,train/clip_fraction,2572288,0.16614583134651184
nominal,6,train/clip_fraction,2580480,0.15460526943206787
nominal,6,train/clip_fraction,2588672,0.1770833283662796
nominal,6,train/clip_fraction,2596864,0.1584821492433548
nominal,6,train/clip_fraction,2605056,0.13235294818878174
nominal,6,train/clip_fraction,2613248,0.15600961446762085
nominal,6,train/clip_fraction,2621440,0.14943182468414307
nominal,6,train/clip_fraction,2629632,0.1200132966041565
nominal,6,train/clip_fraction,2637824,0.1723484843969345
nominal,6,train/clip_fraction,2646016,0.1576450914144516
nominal,6,train/clip_fraction,2654208,0.1614583283662796
nominal,6,train/clip_fraction,2662400,0.21452206373214722
nominal,6,train/clip_fraction,2670592,0.18530701100826263
nominal,6,train/clip_fraction,2678784,0.1877170205116272
nominal,6,train/clip_fraction,2686976,0.19124118983745575
nominal,6,train/clip_fraction,2695168,0.13625000417232513
nominal,6,train/clip_fraction,2703360,0.17095588147640228
nominal,6,train/clip_fraction,2711552,0.1665239781141281
nominal,6,train/clip_fraction,2719744,0.17886513471603394
nominal,6,train/clip_fraction,2727936,0.17761948704719543
nominal,6,train/clip_fraction,2736128,0.1640625
nominal,6,train/clip_fraction,2744320,0.2097739428281784
nominal,6,train/clip_fraction,2752512,0.12653186917304993
nominal,6,train/clip_fraction,2760704,0.1576206088066101
nominal,6,train/clip_fraction,2768896,0.20123106241226196
nominal,6,train/clip_fraction,2777088,0.17552083730697632
nominal,6,train/clip_fraction,2785280,0.13750000298023224
nominal,6,train/clip_fraction,2793472,0.1875
nominal,6,train/clip_fraction,2801664,0.1630859375
nominal,6,train/clip_fraction,2809856,0.1941964328289032
nominal,6,train/clip_fraction,2818048,0.20905566215515137
nominal,6,train/clip_fraction,2826240,0.2305772602558136
nominal,6,train/clip_fraction,2834432,0.2167528122663498
nominal,6,train/clip_fraction,2842624,0.14513221383094788
nominal,6,train/clip_fraction,2850816,0.1917782723903656
nominal,6,train/clip_fraction,2859008,0.17109374701976776
nominal,6,train/clip_fraction,2867200,0.1942771077156067
nominal,6,train/clip_fraction,2875392,0.17776639759540558
nominal,6,train/clip_fraction,2883584,0.12775735557079315
nominal,6,train/clip_fraction,2891776,0.19795767962932587
nominal,6,train/clip_fraction,2899968,0.14427083730697632
nominal,6,train/clip_fraction,2908160,0.13401442766189575
nominal,6,train/clip_fraction,2916352,0.09603658318519592
nominal,6,train/clip_fraction,2924544,0.1506696492433548
nominal,6,train/clip_fraction,2932736,0.1465517282485962
nominal,6,train/clip_fraction,2940928,0.17282196879386902
nominal,6,train/clip_fraction,2949120,0.15650202333927155
nominal,6,train/clip_fraction,2957312,0.17949219048023224
nominal,6,train/clip_fraction,2965504,0.13648897409439087
nominal,6,train/clip_fraction,2973696,0.18769778311252594
nominal,6,train/clip_fraction,2981888,0.17255434393882751
nominal,6,train/clip_fraction,2990080,0.18535156548023224
nominal,6,train/clip_fraction,2998272,0.21137972176074982
nominal,6,train/clip_fraction,3006464,0.1116536483168602
nominal,6,train/clip_fraction,3014656,0.21280570328235626
nominal,6,train/clip_fraction,3022848,0.1979687511920929
nominal,6,train/clip_fraction,3031040,0.10694444179534912
nominal,6,train/clip_fraction,3039232,0.18858292698860168
nominal,6,train/clip_fraction,3047424,0.1875
nominal,6,train/clip_fraction,3055616,0.140869140625
nominal,6,train/clip_fraction,3063808,0.18240870535373688
nominal,6,train/clip_fraction,3072000,0.14178240299224854
nominal,6,train/clip_fraction,3080192,0.15709459781646729
nominal,6,train/clip_fraction,3088384,0.1427951455116272
nominal,6,train/clip_fraction,3096576,0.16237330436706543
nominal,6,train/clip_fraction,3104768,0.17248179018497467
nominal,6,train/clip_fraction,3112960,0.1201171875
nominal,6,train/clip_fraction,3121152,0.17626549303531647
nominal,6,train/clip_fraction,3129344,0.17784926295280457
nominal,6,train/clip_fraction,3137536,0.13432016968727112
nominal,6,train/clip_fraction,3145728,0.1791193187236786
nominal,6,train/clip_fraction,3153920,0.2013726681470871
nominal,6,train/clip_fraction,3162112,0.16833119094371796
nominal,6,train/clip_fraction,3170304,0.171875
nominal,6,train/clip_fraction,3178496,0.16895604133605957
nominal,6,train/clip_fraction,3186688,0.166015625
nominal,6,train/clip_fraction,3194880,0.14640410244464874
nominal,6,train/clip_fraction,3203072,0.1651785671710968
nominal,6,train/clip_fraction,3211264,0.19856294989585876
nominal,6,train/clip_fraction,3219456,0.2096657007932663
nominal,6,train/clip_fraction,3227648,0.1610991358757019
nominal,6,train/clip_fraction,3235840,0.08554687350988388
nominal,6,train/clip_fraction,3244032,0.1701388955116272
nominal,6,train/clip_fraction,3252224,0.18443627655506134
nominal,6,train/clip_fraction,3260416,0.18915928900241852
nominal,6,train/clip_fraction,3268608,0.1808956116437912
nominal,6,train/clip_fraction,3276800,0.20459692180156708
nominal,6,train/clip_fraction,3284992,0.1887499988079071
nominal,6,train/clip_fraction,3293184,0.16272865235805511
nominal,6,train/clip_fraction,3301376,0.1694171279668808
nominal,6,train/clip_fraction,3309568,0.15030810236930847
nominal,6,train/clip_fraction,3317760,0.15890957415103912
nominal,6,train/clip_fraction,3325952,0.14991554617881775
nominal,6,train/clip_fraction,3334144,0.17271959781646729
nominal,6,train/clip_fraction,3342336,0.16317471861839294
nominal,6,train/clip_fraction,3350528,0.1335616409778595
nominal,6,train/clip_fraction,3358720,0.1903582364320755
nominal,6,train/clip_fraction,3366912,0.1265943944454193
nominal,6,train/clip_fraction,3375104,0.1715029776096344
nominal,6,train/clip_fraction,3383296,0.1832074224948883
nominal,6,train/clip_fraction,3391488,0.1850961595773697
nominal,6,train/clip_fraction,3399680,0.21643517911434174
nominal,6,train/clip_fraction,3407872,0.1650390625
nominal,6,train/clip_fraction,3416064,0.1857638955116272
nominal,6,train/clip_fraction,3424256,0.15739889442920685
nominal,6,train/clip_fraction,3432448,0.17043821513652802
nominal,6,train/clip_fraction,3440640,0.19681766629219055
nominal,6,train/clip_fraction,3448832,0.20015625655651093
nominal,6,train/clip_fraction,3457024,0.18030427396297455
nominal,6,train/clip_fraction,3465216,0.1703869104385376
nominal,6,train/clip_fraction,3473408,0.20037615299224854
nominal,6,train/clip_fraction,3481600,0.213994562625885
nominal,6,train/clip_fraction,3489792,0.18329326808452606
nominal,6,train/clip_fraction,3497984,0.216796875
nominal,6,train/clip_fraction,3506176,0.17142857611179352
nominal,6,train/clip_fraction,3514368,0.19170673191547394
nominal,6,train/clip_fraction,3522560,0.20150862634181976
nominal,6,train/clip_fraction,3530752,0.1778441071510315
nominal,6,train/clip_fraction,3538944,0.14000000059604645
nominal,6,train/clip_fraction,3547136,0.1453683078289032
nominal,6,train/clip_fraction,3555328,0.13805970549583435
nominal,6,train/clip_fraction,3563520,0.18520642817020416
nominal,6,train/clip_fraction,3571712,0.19020432233810425
nominal,6,train/clip_fraction,3579904,0.16021126508712769
nominal,6,train/clip_fraction,3588096,0.09952445328235626
nominal,6,train/clip_fraction,3596288,0.15555037558078766
nominal,6,train/clip_fraction,3604480,0.1684027761220932
nominal,6,train/clip_fraction,3612672,0.21181955933570862
nominal,6,train/clip_fraction,3620864,0.22416257858276367
nominal,6,train/clip_fraction,3629056,0.2123015820980072
nominal,6,train/clip_fraction,3637248,0.17145270109176636
nominal,6,train/clip_fraction,3645440,0.1895604431629181
nominal,6,train/clip_fraction,3653632,0.1692708283662796
nominal,6,train/clip_fraction,3661824,0.14270833134651184
nominal,6,train/clip_fraction,3670016,0.16986386477947235
nominal,6,train/clip_fraction,3678208,0.17913509905338287
nominal,6,train/clip_fraction,3686400,0.1259920597076416
nominal,6,train/clip_fraction,3694592,0.1550864428281784
nominal,6,train/clip_fraction,3702784,0.10374999791383743
nominal,6,train/clip_fraction,3710976,0.1145833358168602
nominal,6,train/clip_fraction,3719168,0.1882621943950653
nominal,6,train/clip_fraction,3727360,0.15398184955120087
nominal,6,train/clip_fraction,3735552,0.20937499403953552
nominal,6,train/clip_fraction,3743744,0.1254529058933258
nominal,6,train/clip_fraction,3751936,0.20357142388820648
nominal,6,train/clip_fraction,3760128,0.20483577251434326
nominal,6,train/clip_fraction,3768320,0.1625339686870575
nominal,6,train/clip_fraction,3776512,0.1955948770046234
nominal,6,train/clip_fraction,3784704,0.21959206461906433
nominal,6,train/clip_fraction,3792896,0.14144736528396606
nominal,6,train/clip_fraction,3801088,0.1600215584039688
nominal,6,train/clip_fraction,3809280,0.19556452333927155
nominal,6,train/clip_fraction,3817472,0.17118819057941437
nominal,6,train/clip_fraction,3825664,0.19994212687015533
nominal,6,train/clip_fraction,3833856,0.19944196939468384
nominal,6,train/clip_fraction,3842048,0.10339095443487167
nominal,6,train/clip_fraction,3850240,0.109375
nominal,6,train/clip_fraction,3858432,0.16747573018074036
nominal,6,train/clip_fraction,3866624,0.17925824224948883
