policy_training_condition,policy_training_seed,tag,environment_steps,value
robust,5,rollout/ep_len_mean,2875392,546.3099975585938
robust,5,rollout/ep_len_mean,2883584,546.6599731445312
robust,5,rollout/ep_len_mean,2891776,536.780029296875
robust,5,rollout/ep_len_mean,2899968,542.22998046875
robust,5,rollout/ep_len_mean,2908160,538.6799926757812
robust,5,rollout/ep_len_mean,2916352,512.52001953125
robust,5,rollout/ep_len_mean,2924544,539.5599975585938
robust,5,rollout/ep_len_mean,2932736,531.0999755859375
robust,5,rollout/ep_len_mean,2940928,560.5700073242188
robust,5,rollout/ep_len_mean,2949120,539.2999877929688
robust,5,rollout/ep_len_mean,2957312,538.5900268554688
robust,5,rollout/ep_len_mean,2965504,530.9600219726562
robust,5,rollout/ep_len_mean,2973696,549.1099853515625
robust,5,rollout/ep_len_mean,2981888,546.739990234375
robust,5,rollout/ep_len_mean,2990080,574.6400146484375
robust,5,rollout/ep_len_mean,2998272,560.6900024414062
robust,5,rollout/ep_len_mean,3006464,525.0700073242188
robust,5,rollout/ep_len_mean,3014656,540.719970703125
robust,5,rollout/ep_len_mean,3022848,533.219970703125
robust,5,rollout/ep_len_mean,3031040,543.2100219726562
robust,5,rollout/ep_len_mean,3039232,556.9299926757812
robust,5,rollout/ep_len_mean,3047424,575.0499877929688
robust,5,rollout/ep_len_mean,3055616,587.72998046875
robust,5,rollout/ep_len_mean,3063808,624.3900146484375
robust,5,rollout/ep_len_mean,3072000,660.5
robust,5,rollout/ep_len_mean,3080192,653.47998046875
robust,5,rollout/ep_len_mean,3088384,672.5399780273438
robust,5,rollout/ep_len_mean,3096576,672.75
robust,5,rollout/ep_len_mean,3104768,663.1500244140625
robust,5,rollout/ep_len_mean,3112960,652.2100219726562
robust,5,rollout/ep_len_mean,3121152,654.3800048828125
robust,5,rollout/ep_len_mean,3129344,624.3499755859375
robust,5,rollout/ep_len_mean,3137536,629.9299926757812
robust,5,rollout/ep_len_mean,3145728,620.0700073242188
robust,5,rollout/ep_len_mean,3153920,598.3599853515625
robust,5,rollout/ep_len_mean,3162112,613.010009765625
robust,5,rollout/ep_len_mean,3170304,587.1199951171875
robust,5,rollout/ep_len_mean,3178496,565.5999755859375
robust,5,rollout/ep_len_mean,3186688,534.4500122070312
robust,5,rollout/ep_len_mean,3194880,519.97998046875
robust,5,rollout/ep_len_mean,3203072,535.5499877929688
robust,5,rollout/ep_len_mean,3211264,561.2999877929688
robust,5,rollout/ep_len_mean,3219456,555.8200073242188
robust,5,rollout/ep_len_mean,3227648,573.4400024414062
robust,5,rollout/ep_len_mean,3235840,577.0800170898438
robust,5,rollout/ep_len_mean,3244032,624.9600219726562
robust,5,rollout/ep_len_mean,3252224,646.9600219726562
robust,5,rollout/ep_len_mean,3260416,670.760009765625
robust,5,rollout/ep_len_mean,3268608,669.72998046875
robust,5,rollout/ep_len_mean,3276800,667.3499755859375
robust,5,rollout/ep_len_mean,3284992,677.3400268554688
robust,5,rollout/ep_len_mean,3293184,682.5
robust,5,rollout/ep_len_mean,3301376,670.1799926757812
robust,5,rollout/ep_len_mean,3309568,675.25
robust,5,rollout/ep_len_mean,3317760,672.6300048828125
robust,5,rollout/ep_len_mean,3325952,657.8499755859375
robust,5,rollout/ep_len_mean,3334144,671.1199951171875
robust,5,rollout/ep_len_mean,3342336,669.3499755859375
robust,5,rollout/ep_len_mean,3350528,665.739990234375
robust,5,rollout/ep_len_mean,3358720,659.75
robust,5,rollout/ep_len_mean,3366912,666.4000244140625
robust,5,rollout/ep_len_mean,3375104,662.6300048828125
robust,5,rollout/ep_len_mean,3383296,683.0900268554688
robust,5,rollout/ep_len_mean,3391488,675.1599731445312
robust,5,rollout/ep_len_mean,3399680,650.8400268554688
robust,5,rollout/ep_len_mean,3407872,631.4199829101562
robust,5,rollout/ep_len_mean,3416064,616.9000244140625
robust,5,rollout/ep_len_mean,3424256,615.8200073242188
robust,5,rollout/ep_len_mean,3432448,621.1300048828125
robust,5,rollout/ep_len_mean,3440640,633.8699951171875
robust,5,rollout/ep_len_mean,3448832,613.1799926757812
robust,5,rollout/ep_len_mean,3457024,609.75
robust,5,rollout/ep_len_mean,3465216,598.1300048828125
robust,5,rollout/ep_len_mean,3473408,630.6599731445312
robust,5,rollout/ep_len_mean,3481600,650.8599853515625
robust,5,rollout/ep_len_mean,3489792,651.3400268554688
robust,5,rollout/ep_len_mean,3497984,650.719970703125
robust,5,rollout/ep_len_mean,3506176,635.510009765625
robust,5,rollout/ep_len_mean,3514368,649.4199829101562
robust,5,rollout/ep_len_mean,3522560,646.6099853515625
robust,5,rollout/ep_len_mean,3530752,677.6300048828125
robust,5,rollout/ep_len_mean,3538944,653.9199829101562
robust,5,rollout/ep_len_mean,3547136,646.8499755859375
robust,5,rollout/ep_len_mean,3555328,686.030029296875
robust,5,rollout/ep_len_mean,3563520,667.7899780273438
robust,5,rollout/ep_len_mean,3571712,686.9299926757812
robust,5,rollout/ep_len_mean,3579904,682.0900268554688
robust,5,rollout/ep_len_mean,3588096,693.030029296875
robust,5,rollout/ep_len_mean,3596288,661.3699951171875
robust,5,rollout/ep_len_mean,3604480,680.9099731445312
robust,5,rollout/ep_len_mean,3612672,693.5700073242188
robust,5,rollout/ep_len_mean,3620864,683.9400024414062
robust,5,rollout/ep_len_mean,3629056,696.5599975585938
robust,5,rollout/ep_len_mean,3637248,715.1699829101562
robust,5,rollout/ep_len_mean,3645440,721.4500122070312
robust,5,rollout/ep_len_mean,3653632,739.9400024414062
robust,5,rollout/ep_len_mean,3661824,758.9500122070312
robust,5,rollout/ep_len_mean,3670016,787.9500122070312
robust,5,rollout/ep_len_mean,3678208,799.4299926757812
robust,5,rollout/ep_len_mean,3686400,775.27001953125
robust,5,rollout/ep_len_mean,3694592,751.1500244140625
robust,5,rollout/ep_len_mean,3702784,768.1900024414062
robust,5,rollout/ep_len_mean,3710976,768.6900024414062
robust,5,rollout/ep_len_mean,3719168,788.530029296875
robust,5,rollout/ep_len_mean,3727360,785.3599853515625
robust,5,rollout/ep_len_mean,3735552,761.219970703125
robust,5,rollout/ep_len_mean,3743744,748.1699829101562
robust,5,rollout/ep_len_mean,3751936,739.47998046875
robust,5,rollout/ep_len_mean,3760128,764.2100219726562
robust,5,rollout/ep_len_mean,3768320,761.739990234375
robust,5,rollout/ep_len_mean,3776512,759.7899780273438
robust,5,rollout/ep_len_mean,3784704,753.7999877929688
robust,5,rollout/ep_len_mean,3792896,758.9099731445312
robust,5,rollout/ep_len_mean,3801088,749.3099975585938
robust,5,rollout/ep_len_mean,3809280,783.260009765625
robust,5,rollout/ep_len_mean,3817472,799.6199951171875
robust,5,rollout/ep_len_mean,3825664,779.4600219726562
robust,5,rollout/ep_len_mean,3833856,805.3699951171875
robust,5,rollout/ep_len_mean,3842048,799.3800048828125
robust,5,rollout/ep_len_mean,3850240,807.22998046875
robust,5,rollout/ep_len_mean,3858432,760.6900024414062
robust,5,rollout/ep_len_mean,3866624,760.6099853515625
robust,5,rollout/ep_len_mean,3874816,758.5599975585938
robust,5,rollout/ep_len_mean,3883008,756.47998046875
robust,5,rollout/ep_len_mean,3891200,739.4400024414062
robust,5,rollout/ep_len_mean,3899392,738.6900024414062
robust,5,rollout/ep_len_mean,3907584,719.8300170898438
robust,5,rollout/ep_len_mean,3915776,724.6300048828125
robust,5,rollout/ep_len_mean,3923968,716.280029296875
robust,5,rollout/ep_len_mean,3932160,693.7000122070312
robust,5,rollout/ep_len_mean,3940352,687.25
robust,5,rollout/ep_len_mean,3948544,665.6599731445312
robust,5,rollout/ep_len_mean,3956736,667.97998046875
robust,5,rollout/ep_len_mean,3964928,689.25
robust,5,rollout/ep_len_mean,3973120,681.5999755859375
robust,5,rollout/ep_len_mean,3981312,670.8099975585938
robust,5,rollout/ep_len_mean,3989504,706.3699951171875
robust,5,rollout/ep_len_mean,3997696,708.8499755859375
robust,5,rollout/ep_len_mean,4005888,721.9500122070312
robust,5,rollout/ep_len_mean,4014080,709.4299926757812
robust,5,rollout/ep_len_mean,4022272,735.6599731445312
robust,5,rollout/ep_len_mean,4030464,769.5
robust,5,rollout/ep_len_mean,4038656,748.8800048828125
robust,5,rollout/ep_len_mean,4046848,754.6699829101562
robust,5,rollout/ep_len_mean,4055040,778.0599975585938
robust,5,rollout/ep_len_mean,4063232,789.5599975585938
robust,5,rollout/ep_len_mean,4071424,793.0499877929688
robust,5,rollout/ep_len_mean,4079616,807.4299926757812
robust,5,rollout/ep_len_mean,4087808,823.1900024414062
robust,5,rollout/ep_len_mean,4096000,814.25
robust,5,rollout/ep_len_mean,4104192,797.530029296875
robust,5,rollout/ep_len_mean,4112384,803.8800048828125
robust,5,rollout/ep_len_mean,4120576,790.969970703125
robust,5,rollout/ep_len_mean,4128768,773.0900268554688
robust,5,rollout/ep_len_mean,4136960,784.989990234375
robust,5,rollout/ep_len_mean,4145152,794.0800170898438
robust,5,rollout/ep_len_mean,4153344,798.4400024414062
robust,5,rollout/ep_len_mean,4161536,798.8599853515625
robust,5,rollout/ep_len_mean,4169728,787.6799926757812
robust,5,rollout/ep_len_mean,4177920,825.2899780273438
robust,5,rollout/ep_len_mean,4186112,824.4400024414062
robust,5,rollout/ep_len_mean,4194304,821.9199829101562
robust,5,rollout/ep_len_mean,4202496,825.22998046875
robust,5,rollout/ep_len_mean,4210688,824.6799926757812
robust,5,rollout/ep_len_mean,4218880,790.6799926757812
robust,5,rollout/ep_len_mean,4227072,784.4600219726562
robust,5,rollout/ep_len_mean,4235264,795.8200073242188
robust,5,rollout/ep_len_mean,4243456,796.1900024414062
robust,5,rollout/ep_len_mean,4251648,804.27001953125
robust,5,rollout/ep_len_mean,4259840,790.9299926757812
robust,5,rollout/ep_len_mean,4268032,796.2899780273438
robust,5,rollout/ep_len_mean,4276224,818.27001953125
robust,5,rollout/ep_len_mean,4284416,829.3099975585938
robust,5,rollout/ep_len_mean,4292608,825.1099853515625
robust,5,rollout/ep_len_mean,4300800,843.6799926757812
robust,5,rollout/ep_len_mean,4308992,849.2899780273438
robust,5,rollout/ep_len_mean,4317184,836.75
robust,5,rollout/ep_len_mean,4325376,828.6199951171875
robust,5,rollout/ep_len_mean,4333568,823.6099853515625
robust,5,rollout/ep_len_mean,4341760,827.5399780273438
robust,5,rollout/ep_len_mean,4349952,828.0499877929688
robust,5,rollout/ep_len_mean,4358144,820.4400024414062
robust,5,rollout/ep_len_mean,4366336,805.8400268554688
robust,5,rollout/ep_len_mean,4374528,809.97998046875
robust,5,rollout/ep_len_mean,4382720,798.2100219726562
robust,5,rollout/ep_len_mean,4390912,809.9199829101562
robust,5,rollout/ep_len_mean,4399104,812.2899780273438
robust,5,rollout/ep_len_mean,4407296,807.2899780273438
robust,5,rollout/ep_len_mean,4415488,792.4500122070312
robust,5,rollout/ep_len_mean,4423680,794.5
robust,5,rollout/ep_len_mean,4431872,807.0700073242188
robust,5,rollout/ep_len_mean,4440064,785.27001953125
robust,5,rollout/ep_len_mean,4448256,796.8499755859375
robust,5,rollout/ep_len_mean,4456448,804.0900268554688
robust,5,rollout/ep_len_mean,4464640,789.5700073242188
robust,5,rollout/ep_len_mean,4472832,763.4299926757812
robust,5,rollout/ep_len_mean,4481024,759.9000244140625
robust,5,rollout/ep_len_mean,4489216,784.2000122070312
robust,5,rollout/ep_len_mean,4497408,804.1300048828125
robust,5,rollout/ep_len_mean,4505600,788.1799926757812
robust,5,rollout/ep_len_mean,4513792,773.6300048828125
robust,5,rollout/ep_len_mean,4521984,783.530029296875
robust,5,rollout/ep_len_mean,4530176,787.2100219726562
robust,5,rollout/ep_len_mean,4538368,785.22998046875
robust,5,rollout/ep_len_mean,4546560,806.6300048828125
robust,5,rollout/ep_len_mean,4554752,820.2899780273438
robust,5,rollout/ep_len_mean,4562944,820.1300048828125
robust,5,rollout/ep_len_mean,4571136,787.3200073242188
robust,5,rollout/ep_len_mean,4579328,782.1599731445312
robust,5,rollout/ep_len_mean,4587520,787.4299926757812
robust,5,rollout/ep_len_mean,4595712,797.0599975585938
robust,5,rollout/ep_len_mean,4603904,781.6900024414062
robust,5,rollout/ep_len_mean,4612096,763.8200073242188
robust,5,rollout/ep_len_mean,4620288,768.9400024414062
robust,5,rollout/ep_len_mean,4628480,784.0999755859375
robust,5,rollout/ep_len_mean,4636672,776.5599975585938
robust,5,rollout/ep_len_mean,4644864,760.3900146484375
robust,5,rollout/ep_len_mean,4653056,758.6199951171875
robust,5,rollout/ep_len_mean,4661248,770.739990234375
robust,5,rollout/ep_len_mean,4669440,784.760009765625
robust,5,rollout/ep_len_mean,4677632,796.8400268554688
robust,5,rollout/ep_len_mean,4685824,768.8200073242188
robust,5,rollout/ep_len_mean,4694016,752.4299926757812
robust,5,rollout/ep_len_mean,4702208,724.030029296875
robust,5,rollout/ep_len_mean,4710400,732.1199951171875
robust,5,rollout/ep_len_mean,4718592,747.3900146484375
robust,5,rollout/ep_len_mean,4726784,769.1500244140625
robust,5,rollout/ep_len_mean,4734976,778.5800170898438
robust,5,rollout/ep_len_mean,4743168,768.1400146484375
robust,5,rollout/ep_len_mean,4751360,778.4400024414062
robust,5,rollout/ep_len_mean,4759552,786.8900146484375
robust,5,rollout/ep_len_mean,4767744,828.1099853515625
robust,5,rollout/ep_len_mean,4775936,846.5800170898438
robust,5,rollout/ep_len_mean,4784128,865.1199951171875
robust,5,rollout/ep_len_mean,4792320,863.760009765625
robust,5,rollout/ep_len_mean,4800512,851.0700073242188
robust,5,rollout/ep_len_mean,4808704,841.77001953125
robust,5,rollout/ep_len_mean,4816896,820.760009765625
robust,5,rollout/ep_len_mean,4825088,817.0700073242188
robust,5,rollout/ep_len_mean,4833280,792.77001953125
robust,5,rollout/ep_len_mean,4841472,776.2000122070312
robust,5,rollout/ep_len_mean,4849664,767.4600219726562
robust,5,rollout/ep_len_mean,4857856,737.4099731445312
robust,5,rollout/ep_len_mean,4866048,720.6400146484375
robust,5,rollout/ep_len_mean,4874240,732.989990234375
robust,5,rollout/ep_len_mean,4882432,745.280029296875
robust,5,rollout/ep_len_mean,4890624,748.239990234375
robust,5,rollout/ep_len_mean,4898816,743.1900024414062
robust,5,rollout/ep_len_mean,4907008,747.0999755859375
robust,5,rollout/ep_len_mean,4915200,766.5700073242188
robust,5,rollout/ep_len_mean,4923392,780.739990234375
robust,5,rollout/ep_len_mean,4931584,781.7000122070312
robust,5,rollout/ep_len_mean,4939776,784.2999877929688
robust,5,rollout/ep_len_mean,4947968,807.4000244140625
robust,5,rollout/ep_len_mean,4956160,802.5999755859375
robust,5,rollout/ep_len_mean,4964352,800.2000122070312
robust,5,rollout/ep_len_mean,4972544,803.1799926757812
robust,5,rollout/ep_len_mean,4980736,812.1500244140625
robust,5,rollout/ep_len_mean,4988928,802.5599975585938
robust,5,rollout/ep_len_mean,4997120,809.030029296875
robust,5,rollout/ep_len_mean,5005312,808.6400146484375
robust,5,train/approx_kl,16384,0.018862832337617874
robust,5,train/approx_kl,24576,0.01848619058728218
robust,5,train/approx_kl,32768,0.019875546917319298
robust,5,train/approx_kl,40960,0.024471359327435493
robust,5,train/approx_kl,49152,0.00989022757858038
robust,5,train/approx_kl,57344,0.017903849482536316
robust,5,train/approx_kl,65536,0.01991311088204384
robust,5,train/approx_kl,73728,0.01795039512217045
robust,5,train/approx_kl,81920,0.008815309964120388
robust,5,train/approx_kl,90112,0.019599737599492073
robust,5,train/approx_kl,98304,0.019251005724072456
robust,5,train/approx_kl,106496,0.020334647968411446
robust,5,train/approx_kl,114688,0.020228181034326553
robust,5,train/approx_kl,122880,0.01935742236673832
robust,5,train/approx_kl,131072,0.019552402198314667
robust,5,train/approx_kl,139264,0.010703402571380138
robust,5,train/approx_kl,147456,0.011737466789782047
robust,5,train/approx_kl,155648,0.019656995311379433
robust,5,train/approx_kl,163840,0.020790202543139458
robust,5,train/approx_kl,172032,0.010600972920656204
robust,5,train/approx_kl,180224,0.042523398995399475
robust,5,train/approx_kl,188416,0.010456916876137257
robust,5,train/approx_kl,196608,0.021781954914331436
robust,5,train/approx_kl,204800,0.011944743804633617
robust,5,train/approx_kl,212992,0.02591279149055481
robust,5,train/approx_kl,221184,0.022879451513290405
robust,5,train/approx_kl,229376,0.013035026378929615
robust,5,train/approx_kl,237568,0.012185581959784031
robust,5,train/approx_kl,245760,0.010857655666768551
robust,5,train/approx_kl,253952,0.020863888785243034
robust,5,train/approx_kl,262144,0.020575998350977898
robust,5,train/approx_kl,270336,0.012953747063875198
robust,5,train/approx_kl,278528,0.013381831347942352
robust,5,train/approx_kl,286720,0.011605178005993366
robust,5,train/approx_kl,294912,0.020452650263905525
robust,5,train/approx_kl,303104,0.013322414830327034
robust,5,train/approx_kl,311296,0.02158181369304657
robust,5,train/approx_kl,319488,0.012537072412669659
robust,5,train/approx_kl,327680,0.010042816400527954
robust,5,train/approx_kl,335872,0.013522294349968433
robust,5,train/approx_kl,344064,0.012055281549692154
robust,5,train/approx_kl,352256,0.013014357537031174
robust,5,train/approx_kl,360448,0.014684620313346386
robust,5,train/approx_kl,368640,0.012985635548830032
robust,5,train/approx_kl,376832,0.011357943527400494
robust,5,train/approx_kl,385024,0.010711932554841042
robust,5,train/approx_kl,393216,0.011265912093222141
robust,5,train/approx_kl,401408,0.013621389865875244
robust,5,train/approx_kl,409600,0.01254333183169365
robust,5,train/approx_kl,417792,0.012744168750941753
robust,5,train/approx_kl,425984,0.013769404962658882
robust,5,train/approx_kl,434176,0.02415386587381363
robust,5,train/approx_kl,442368,0.01214032992720604
robust,5,train/approx_kl,450560,0.01129357609897852
robust,5,train/approx_kl,458752,0.013898135162889957
robust,5,train/approx_kl,466944,0.012396549805998802
robust,5,train/approx_kl,475136,0.013086275197565556
robust,5,train/approx_kl,483328,0.019876617938280106
robust,5,train/approx_kl,491520,0.014223318547010422
robust,5,train/approx_kl,499712,0.01376426499336958
robust,5,train/approx_kl,507904,0.01069224625825882
robust,5,train/approx_kl,516096,0.02429659105837345
robust,5,train/approx_kl,524288,0.008929796516895294
robust,5,train/approx_kl,532480,0.01226335484534502
robust,5,train/approx_kl,540672,0.010819821618497372
robust,5,train/approx_kl,548864,0.016305726021528244
robust,5,train/approx_kl,557056,0.013215446844696999
robust,5,train/approx_kl,565248,0.013394316658377647
robust,5,train/approx_kl,573440,0.013553965836763382
robust,5,train/approx_kl,581632,0.012693258002400398
robust,5,train/approx_kl,589824,0.014478589408099651
robust,5,train/approx_kl,598016,0.013098837807774544
robust,5,train/approx_kl,606208,0.010372767224907875
robust,5,train/approx_kl,614400,0.013074112124741077
robust,5,train/approx_kl,622592,0.013356423936784267
robust,5,train/approx_kl,630784,0.014726576395332813
robust,5,train/approx_kl,638976,0.02215554006397724
robust,5,train/approx_kl,647168,0.010806452482938766
robust,5,train/approx_kl,655360,0.012073765508830547
robust,5,train/approx_kl,663552,0.012085427530109882
robust,5,train/approx_kl,671744,0.009457271546125412
robust,5,train/approx_kl,679936,0.014313037507236004
robust,5,train/approx_kl,688128,0.008451363071799278
robust,5,train/approx_kl,696320,0.013425148092210293
robust,5,train/approx_kl,704512,0.009887698106467724
robust,5,train/approx_kl,712704,0.01236712746322155
robust,5,train/approx_kl,720896,0.010821698233485222
robust,5,train/approx_kl,729088,0.01307651400566101
robust,5,train/approx_kl,737280,0.01263731624931097
robust,5,train/approx_kl,745472,0.015248815529048443
robust,5,train/approx_kl,753664,0.013361587189137936
robust,5,train/approx_kl,761856,0.010027121752500534
robust,5,train/approx_kl,770048,0.01803380437195301
robust,5,train/approx_kl,778240,0.014214211143553257
robust,5,train/approx_kl,786432,0.022505667060613632
robust,5,train/approx_kl,794624,0.013448163866996765
robust,5,train/approx_kl,802816,0.011922894045710564
robust,5,train/approx_kl,811008,0.014439379796385765
robust,5,train/approx_kl,819200,0.011474642902612686
robust,5,train/approx_kl,827392,0.012936918996274471
robust,5,train/approx_kl,835584,0.020946238189935684
robust,5,train/approx_kl,843776,0.012857620604336262
robust,5,train/approx_kl,851968,0.016210023313760757
robust,5,train/approx_kl,860160,0.012599359266459942
robust,5,train/approx_kl,868352,0.012056232430040836
robust,5,train/approx_kl,876544,0.01316611748188734
robust,5,train/approx_kl,884736,0.016507461667060852
robust,5,train/approx_kl,892928,0.008201604709029198
robust,5,train/approx_kl,901120,0.012765435501933098
robust,5,train/approx_kl,909312,0.014265038073062897
robust,5,train/approx_kl,917504,0.011398072354495525
robust,5,train/approx_kl,925696,0.011596256867051125
robust,5,train/approx_kl,933888,0.010850748978555202
robust,5,train/approx_kl,942080,0.015288658440113068
robust,5,train/approx_kl,950272,0.022140933200716972
robust,5,train/approx_kl,958464,0.014609366655349731
robust,5,train/approx_kl,966656,0.015134298242628574
robust,5,train/approx_kl,974848,0.013994195498526096
robust,5,train/approx_kl,983040,0.01059696078300476
robust,5,train/approx_kl,991232,0.01340940035879612
robust,5,train/approx_kl,999424,0.01362724881619215
robust,5,train/approx_kl,1007616,0.013343670405447483
robust,5,train/approx_kl,1015808,0.01266794465482235
robust,5,train/approx_kl,1024000,0.014830529689788818
robust,5,train/approx_kl,1032192,0.013118931092321873
robust,5,train/approx_kl,1040384,0.013788105919957161
robust,5,train/approx_kl,1048576,0.011302849277853966
robust,5,train/approx_kl,1056768,0.01210958231240511
robust,5,train/approx_kl,1064960,0.013581942766904831
robust,5,train/approx_kl,1073152,0.02317524515092373
robust,5,train/approx_kl,1081344,0.013630596920847893
robust,5,train/approx_kl,1089536,0.014896970242261887
robust,5,train/approx_kl,1097728,0.022839074954390526
robust,5,train/approx_kl,1105920,0.010741515085101128
robust,5,train/approx_kl,1114112,0.014602943323552608
robust,5,train/approx_kl,1122304,0.010918821208178997
robust,5,train/approx_kl,1130496,0.00990269985049963
robust,5,train/approx_kl,1138688,0.013200562447309494
robust,5,train/approx_kl,1146880,0.011505268514156342
robust,5,train/approx_kl,1155072,0.01028220634907484
robust,5,train/approx_kl,1163264,0.012725181877613068
robust,5,train/approx_kl,1171456,0.012074150145053864
robust,5,train/approx_kl,1179648,0.011717190966010094
robust,5,train/approx_kl,1187840,0.013870730064809322
robust,5,train/approx_kl,1196032,0.013246947899460793
robust,5,train/approx_kl,1204224,0.013596939854323864
robust,5,train/approx_kl,1212416,0.013001718558371067
robust,5,train/approx_kl,1220608,0.013447809964418411
robust,5,train/approx_kl,1228800,0.012200750410556793
robust,5,train/approx_kl,1236992,0.012894602492451668
robust,5,train/approx_kl,1245184,0.015790563076734543
robust,5,train/approx_kl,1253376,0.01279957965016365
robust,5,train/approx_kl,1261568,0.012673058547079563
robust,5,train/approx_kl,1269760,0.012893238104879856
robust,5,train/approx_kl,1277952,0.010394995100796223
robust,5,train/approx_kl,1286144,0.013161640614271164
robust,5,train/approx_kl,1294336,0.013407046906650066
robust,5,train/approx_kl,1302528,0.009355750866234303
robust,5,train/approx_kl,1310720,0.013909592293202877
robust,5,train/approx_kl,1318912,0.012307295575737953
robust,5,train/approx_kl,1327104,0.009000549092888832
robust,5,train/approx_kl,1335296,0.016446229070425034
robust,5,train/approx_kl,1343488,0.011843242682516575
robust,5,train/approx_kl,1351680,0.007137610111385584
robust,5,train/approx_kl,1359872,0.010315466672182083
robust,5,train/approx_kl,1368064,0.011954315938055515
robust,5,train/approx_kl,1376256,0.013354352675378323
robust,5,train/approx_kl,1384448,0.012956324964761734
robust,5,train/approx_kl,1392640,0.013667793944478035
robust,5,train/approx_kl,1400832,0.013396544381976128
robust,5,train/approx_kl,1409024,0.010337607003748417
robust,5,train/approx_kl,1417216,0.013663411140441895
robust,5,train/approx_kl,1425408,0.011645820923149586
robust,5,train/approx_kl,1433600,0.01069315243512392
robust,5,train/approx_kl,1441792,0.01203819178044796
robust,5,train/approx_kl,1449984,0.010058041661977768
robust,5,train/approx_kl,1458176,0.013843093067407608
robust,5,train/approx_kl,1466368,0.008967171423137188
robust,5,train/approx_kl,1474560,0.012063947506248951
robust,5,train/approx_kl,1482752,0.008037262596189976
robust,5,train/approx_kl,1490944,0.014571091160178185
robust,5,train/approx_kl,1499136,0.014032011851668358
robust,5,train/approx_kl,1507328,0.013225636444985867
robust,5,train/approx_kl,1515520,0.02675333246588707
robust,5,train/approx_kl,1523712,0.014474272727966309
robust,5,train/approx_kl,1531904,0.012859406881034374
robust,5,train/approx_kl,1540096,0.012996871955692768
robust,5,train/approx_kl,1548288,0.012150926515460014
robust,5,train/approx_kl,1556480,0.012826760299503803
robust,5,train/approx_kl,1564672,0.010381986387073994
robust,5,train/approx_kl,1572864,0.013716451823711395
robust,5,train/approx_kl,1581056,0.014917444437742233
robust,5,train/approx_kl,1589248,0.012044019065797329
robust,5,train/approx_kl,1597440,0.013145341537892818
robust,5,train/approx_kl,1605632,0.013749942183494568
robust,5,train/approx_kl,1613824,0.010954058729112148
robust,5,train/approx_kl,1622016,0.011438393965363503
robust,5,train/approx_kl,1630208,0.00971288327127695
robust,5,train/approx_kl,1638400,0.014613336883485317
robust,5,train/approx_kl,1646592,0.010002104565501213
robust,5,train/approx_kl,1654784,0.013958148658275604
robust,5,train/approx_kl,1662976,0.011894745752215385
robust,5,train/approx_kl,1671168,0.0103027718141675
robust,5,train/approx_kl,1679360,0.015340094454586506
robust,5,train/approx_kl,1687552,0.01241539977490902
robust,5,train/approx_kl,1695744,0.03382665663957596
robust,5,train/approx_kl,1703936,0.0126084228977561
robust,5,train/approx_kl,1712128,0.02413962408900261
robust,5,train/approx_kl,1720320,0.013292156159877777
robust,5,train/approx_kl,1728512,0.03348314389586449
robust,5,train/approx_kl,1736704,0.011640546843409538
robust,5,train/approx_kl,1744896,0.012929600663483143
robust,5,train/approx_kl,1753088,0.011489399708807468
robust,5,train/approx_kl,1761280,0.014793138951063156
robust,5,train/approx_kl,1769472,0.012483368627727032
robust,5,train/approx_kl,1777664,0.0375155508518219
robust,5,train/approx_kl,1785856,0.014727802015841007
robust,5,train/approx_kl,1794048,0.01292570773512125
robust,5,train/approx_kl,1802240,0.01427160482853651
robust,5,train/approx_kl,1810432,0.01561998575925827
robust,5,train/approx_kl,1818624,0.01289435662329197
robust,5,train/approx_kl,1826816,0.011015272699296474
robust,5,train/approx_kl,1835008,0.007982361130416393
robust,5,train/approx_kl,1843200,0.012003972195088863
robust,5,train/approx_kl,1851392,0.010934353806078434
robust,5,train/approx_kl,1859584,0.01430989895015955
robust,5,train/approx_kl,1867776,0.015500444918870926
robust,5,train/approx_kl,1875968,0.012255419045686722
robust,5,train/approx_kl,1884160,0.011705915443599224
robust,5,train/approx_kl,1892352,0.012678883038461208
robust,5,train/approx_kl,1900544,0.013551724143326283
robust,5,train/approx_kl,1908736,0.015195128507912159
robust,5,train/approx_kl,1916928,0.012511694803833961
robust,5,train/approx_kl,1925120,0.015236147679388523
robust,5,train/approx_kl,1933312,0.013794366270303726
robust,5,train/approx_kl,1941504,0.01294240728020668
robust,5,train/approx_kl,1949696,0.014978687278926373
robust,5,train/approx_kl,1957888,0.015262763015925884
robust,5,train/approx_kl,1966080,0.014532538130879402
robust,5,train/approx_kl,1974272,0.014161606319248676
robust,5,train/approx_kl,1982464,0.010724106803536415
robust,5,train/approx_kl,1990656,0.013825878500938416
robust,5,train/approx_kl,1998848,0.01112478505820036
robust,5,train/approx_kl,2007040,0.010322951711714268
robust,5,train/approx_kl,2015232,0.009867502376437187
robust,5,train/approx_kl,2023424,0.014932657591998577
robust,5,train/approx_kl,2031616,0.0108011020347476
robust,5,train/approx_kl,2039808,0.01578950509428978
robust,5,train/approx_kl,2048000,0.01230571698397398
robust,5,train/approx_kl,2056192,0.015911826863884926
robust,5,train/approx_kl,2064384,0.011922030709683895
robust,5,train/approx_kl,2072576,0.011481611989438534
robust,5,train/approx_kl,2080768,0.0155753493309021
robust,5,train/approx_kl,2088960,0.011795050464570522
