design,policy_training_seed,tag,environment_steps,value
legacy,2,train/approx_kl,663552,0.2471173107624054
legacy,2,train/approx_kl,671744,0.21115508675575256
legacy,2,train/approx_kl,679936,0.25653713941574097
legacy,2,train/approx_kl,688128,0.2865578830242157
legacy,2,train/approx_kl,696320,0.18203586339950562
legacy,2,train/approx_kl,704512,0.2265063226222992
legacy,2,train/approx_kl,712704,1.3563587665557861
legacy,2,train/approx_kl,720896,0.19990485906600952
legacy,2,train/approx_kl,729088,0.18284016847610474
legacy,2,train/approx_kl,737280,0.2839212715625763
legacy,2,train/approx_kl,745472,0.3214336633682251
legacy,2,train/approx_kl,753664,0.21180199086666107
legacy,2,train/approx_kl,761856,0.25063449144363403
legacy,2,train/approx_kl,770048,0.27986136078834534
legacy,2,train/approx_kl,778240,0.2704344093799591
legacy,2,train/approx_kl,786432,0.19651633501052856
legacy,2,train/approx_kl,794624,0.2671634554862976
legacy,2,train/approx_kl,802816,0.2803635597229004
legacy,2,train/approx_kl,811008,0.2612762451171875
legacy,2,train/approx_kl,819200,0.8842121958732605
legacy,2,train/approx_kl,827392,0.19106370210647583
legacy,2,train/approx_kl,835584,0.2680516839027405
legacy,2,train/approx_kl,843776,0.24362576007843018
legacy,2,train/approx_kl,851968,0.2494642734527588
legacy,2,train/approx_kl,860160,0.339436411857605
legacy,2,train/approx_kl,868352,0.27709510922431946
legacy,2,train/approx_kl,876544,0.2704926133155823
legacy,2,train/approx_kl,884736,0.30213117599487305
legacy,2,train/approx_kl,892928,0.34978142380714417
legacy,2,train/approx_kl,901120,0.27176064252853394
legacy,2,train/approx_kl,909312,0.3416075110435486
legacy,2,train/approx_kl,917504,0.4294022023677826
legacy,2,train/approx_kl,925696,0.2262711077928543
legacy,2,train/approx_kl,933888,0.19040052592754364
legacy,2,train/approx_kl,942080,0.29813873767852783
legacy,2,train/approx_kl,950272,0.2527727782726288
legacy,2,train/approx_kl,958464,0.2754296362400055
legacy,2,train/approx_kl,966656,0.7039473056793213
legacy,2,train/approx_kl,974848,0.3457835912704468
legacy,2,train/approx_kl,983040,0.2446165829896927
legacy,2,train/approx_kl,991232,0.27883848547935486
legacy,2,train/approx_kl,999424,0.29316115379333496
legacy,2,train/approx_kl,1007616,1.2798060178756714
legacy,2,train/clip_fraction,16384,0.2528442442417145
legacy,2,train/clip_fraction,24576,0.22770996391773224
legacy,2,train/clip_fraction,32768,0.21257324516773224
legacy,2,train/clip_fraction,40960,0.2732788026332855
legacy,2,train/clip_fraction,49152,0.27149659395217896
legacy,2,train/clip_fraction,57344,0.22030028700828552
legacy,2,train/clip_fraction,65536,0.31291502714157104
legacy,2,train/clip_fraction,73728,0.27885740995407104
legacy,2,train/clip_fraction,81920,0.3591674864292145
legacy,2,train/clip_fraction,90112,0.37841796875
legacy,2,train/clip_fraction,98304,0.39195555448532104
legacy,2,train/clip_fraction,106496,0.36688232421875
legacy,2,train/clip_fraction,114688,0.4429565370082855
legacy,2,train/clip_fraction,122880,0.4196411073207855
legacy,2,train/clip_fraction,131072,0.37080079317092896
legacy,2,train/clip_fraction,139264,0.4188598692417145
legacy,2,train/clip_fraction,147456,0.4796386659145355
legacy,2,train/clip_fraction,155648,0.4269653260707855
legacy,2,train/clip_fraction,163840,0.5046020746231079
legacy,2,train/clip_fraction,172032,0.46226805448532104
legacy,2,train/clip_fraction,180224,0.51861572265625
legacy,2,train/clip_fraction,188416,0.43364256620407104
legacy,2,train/clip_fraction,196608,0.4878173768520355
legacy,2,train/clip_fraction,204800,0.4718017578125
legacy,2,train/clip_fraction,212992,0.5100463628768921
legacy,2,train/clip_fraction,221184,0.5018310546875
legacy,2,train/clip_fraction,229376,0.4986816346645355
legacy,2,train/clip_fraction,237568,0.5192505121231079
legacy,2,train/clip_fraction,245760,0.5230468511581421
legacy,2,train/clip_fraction,253952,0.533935546875
legacy,2,train/clip_fraction,262144,0.5740966796875
legacy,2,train/clip_fraction,270336,0.5688842535018921
legacy,2,train/clip_fraction,278528,0.5346435308456421
legacy,2,train/clip_fraction,286720,0.603381335735321
legacy,2,train/clip_fraction,294912,0.5614379644393921
legacy,2,train/clip_fraction,303104,0.5505126714706421
legacy,2,train/clip_fraction,311296,0.5888427495956421
legacy,2,train/clip_fraction,319488,0.574462890625
legacy,2,train/clip_fraction,327680,0.58831787109375
legacy,2,train/clip_fraction,335872,0.6092895269393921
legacy,2,train/clip_fraction,344064,0.5950073003768921
legacy,2,train/clip_fraction,352256,0.607592761516571
legacy,2,train/clip_fraction,360448,0.579724133014679
legacy,2,train/clip_fraction,368640,0.613964855670929
legacy,2,train/clip_fraction,376832,0.6001220941543579
legacy,2,train/clip_fraction,385024,0.609375
legacy,2,train/clip_fraction,393216,0.635058581829071
legacy,2,train/clip_fraction,401408,0.634875476360321
legacy,2,train/clip_fraction,409600,0.618408203125
legacy,2,train/clip_fraction,417792,0.622485339641571
legacy,2,train/clip_fraction,425984,0.633227527141571
legacy,2,train/clip_fraction,434176,0.66107177734375
legacy,2,train/clip_fraction,442368,0.6263183355331421
legacy,2,train/clip_fraction,450560,0.673352062702179
legacy,2,train/clip_fraction,458752,0.6335815191268921
legacy,2,train/clip_fraction,466944,0.6746460199356079
legacy,2,train/clip_fraction,475136,0.658862292766571
legacy,2,train/clip_fraction,483328,0.675646960735321
legacy,2,train/clip_fraction,491520,0.667675793170929
legacy,2,train/clip_fraction,499712,0.6380859613418579
legacy,2,train/clip_fraction,507904,0.672070324420929
legacy,2,train/clip_fraction,516096,0.673327624797821
legacy,2,train/clip_fraction,524288,0.6570190191268921
legacy,2,train/clip_fraction,532480,0.69647216796875
legacy,2,train/clip_fraction,540672,0.6551758050918579
legacy,2,train/clip_fraction,548864,0.694104015827179
legacy,2,train/clip_fraction,557056,0.671130359172821
legacy,2,train/clip_fraction,565248,0.675341784954071
legacy,2,train/clip_fraction,573440,0.6821533441543579
legacy,2,train/clip_fraction,581632,0.7087157964706421
legacy,2,train/clip_fraction,589824,0.712878406047821
legacy,2,train/clip_fraction,598016,0.7098388671875
legacy,2,train/clip_fraction,606208,0.695019543170929
legacy,2,train/clip_fraction,614400,0.6989380121231079
legacy,2,train/clip_fraction,622592,0.7142333984375
legacy,2,train/clip_fraction,630784,0.932385265827179
legacy,2,train/clip_fraction,638976,0.697033703327179
legacy,2,train/clip_fraction,647168,0.652111828327179
legacy,2,train/clip_fraction,655360,0.721057116985321
legacy,2,train/clip_fraction,663552,0.749255359172821
legacy,2,train/clip_fraction,671744,0.7001953125
legacy,2,train/clip_fraction,679936,0.7391601800918579
legacy,2,train/clip_fraction,688128,0.760729968547821
legacy,2,train/clip_fraction,696320,0.661865234375
legacy,2,train/clip_fraction,704512,0.72003173828125
legacy,2,train/clip_fraction,712704,0.950024425983429
legacy,2,train/clip_fraction,720896,0.6619628667831421
legacy,2,train/clip_fraction,729088,0.6551513671875
legacy,2,train/clip_fraction,737280,0.7552856206893921
legacy,2,train/clip_fraction,745472,0.7645019292831421
legacy,2,train/clip_fraction,753664,0.695544421672821
legacy,2,train/clip_fraction,761856,0.725756824016571
legacy,2,train/clip_fraction,770048,0.751416027545929
legacy,2,train/clip_fraction,778240,0.74652099609375
legacy,2,train/clip_fraction,786432,0.6602417230606079
legacy,2,train/clip_fraction,794624,0.7283691167831421
legacy,2,train/clip_fraction,802816,0.7496703863143921
legacy,2,train/clip_fraction,811008,0.7134155035018921
legacy,2,train/clip_fraction,819200,0.9319092035293579
legacy,2,train/clip_fraction,827392,0.679125964641571
legacy,2,train/clip_fraction,835584,0.7160400152206421
legacy,2,train/clip_fraction,843776,0.7200561761856079
legacy,2,train/clip_fraction,851968,0.739514172077179
legacy,2,train/clip_fraction,860160,0.801013171672821
legacy,2,train/clip_fraction,868352,0.730639636516571
legacy,2,train/clip_fraction,876544,0.734301745891571
legacy,2,train/clip_fraction,884736,0.75286865234375
legacy,2,train/clip_fraction,892928,0.764782726764679
legacy,2,train/clip_fraction,901120,0.73291015625
legacy,2,train/clip_fraction,909312,0.7671264410018921
legacy,2,train/clip_fraction,917504,0.83380126953125
legacy,2,train/clip_fraction,925696,0.691235363483429
legacy,2,train/clip_fraction,933888,0.6734863519668579
legacy,2,train/clip_fraction,942080,0.764270007610321
legacy,2,train/clip_fraction,950272,0.720776379108429
legacy,2,train/clip_fraction,958464,0.739062488079071
legacy,2,train/clip_fraction,966656,0.924243152141571
legacy,2,train/clip_fraction,974848,0.7681640386581421
legacy,2,train/clip_fraction,983040,0.7165282964706421
legacy,2,train/clip_fraction,991232,0.73883056640625
legacy,2,train/clip_fraction,999424,0.7575439214706421
legacy,2,train/clip_fraction,1007616,0.94189453125
stabilized,5,rollout/ep_len_mean,8192,74.02999877929688
stabilized,5,rollout/ep_len_mean,16384,67.62999725341797
stabilized,5,rollout/ep_len_mean,24576,105.87999725341797
stabilized,5,rollout/ep_len_mean,32768,94.77999877929688
stabilized,5,rollout/ep_len_mean,40960,121.88999938964844
stabilized,5,rollout/ep_len_mean,49152,109.69000244140625
stabilized,5,rollout/ep_len_mean,57344,107.87999725341797
stabilized,5,rollout/ep_len_mean,65536,142.88999938964844
stabilized,5,rollout/ep_len_mean,73728,165.1699981689453
stabilized,5,rollout/ep_len_mean,81920,167.07000732421875
stabilized,5,rollout/ep_len_mean,90112,149.3800048828125
stabilized,5,rollout/ep_len_mean,98304,141.22999572753906
stabilized,5,rollout/ep_len_mean,106496,176.72000122070312
stabilized,5,rollout/ep_len_mean,114688,189.64999389648438
stabilized,5,rollout/ep_len_mean,122880,217.66000366210938
stabilized,5,rollout/ep_len_mean,131072,191.2899932861328
stabilized,5,rollout/ep_len_mean,139264,182.5500030517578
stabilized,5,rollout/ep_len_mean,147456,171.2899932861328
stabilized,5,rollout/ep_len_mean,155648,190.07000732421875
stabilized,5,rollout/ep_len_mean,163840,175.63999938964844
stabilized,5,rollout/ep_len_mean,172032,191.77000427246094
stabilized,5,rollout/ep_len_mean,180224,230.38999938964844
stabilized,5,rollout/ep_len_mean,188416,191.1300048828125
stabilized,5,rollout/ep_len_mean,196608,178.91000366210938
stabilized,5,rollout/ep_len_mean,204800,215.32000732421875
stabilized,5,rollout/ep_len_mean,212992,239.82000732421875
stabilized,5,rollout/ep_len_mean,221184,225.97000122070312
stabilized,5,rollout/ep_len_mean,229376,197.69000244140625
stabilized,5,rollout/ep_len_mean,237568,223.83999633789062
stabilized,5,rollout/ep_len_mean,245760,233.52999877929688
stabilized,5,rollout/ep_len_mean,253952,269.4100036621094
stabilized,5,rollout/ep_len_mean,262144,210.0800018310547
stabilized,5,rollout/ep_len_mean,270336,147.88999938964844
stabilized,5,rollout/ep_len_mean,278528,184.07000732421875
stabilized,5,rollout/ep_len_mean,286720,218.7100067138672
stabilized,5,rollout/ep_len_mean,294912,236.77999877929688
stabilized,5,rollout/ep_len_mean,303104,188.91000366210938
stabilized,5,rollout/ep_len_mean,311296,175.25999450683594
stabilized,5,rollout/ep_len_mean,319488,201.92999267578125
stabilized,5,rollout/ep_len_mean,327680,195.22000122070312
stabilized,5,rollout/ep_len_mean,335872,229.47000122070312
stabilized,5,rollout/ep_len_mean,344064,276.5
stabilized,5,rollout/ep_len_mean,352256,300.5299987792969
stabilized,5,rollout/ep_len_mean,360448,338.2300109863281
stabilized,5,rollout/ep_len_mean,368640,286.95001220703125
stabilized,5,rollout/ep_len_mean,376832,298.8599853515625
stabilized,5,rollout/ep_len_mean,385024,262.1000061035156
stabilized,5,rollout/ep_len_mean,393216,281.9200134277344
stabilized,5,rollout/ep_len_mean,401408,306.2799987792969
stabilized,5,rollout/ep_len_mean,409600,283.75
stabilized,5,rollout/ep_len_mean,417792,306.1300048828125
stabilized,5,rollout/ep_len_mean,425984,301.3999938964844
stabilized,5,rollout/ep_len_mean,434176,312.8299865722656
stabilized,5,rollout/ep_len_mean,442368,308.5199890136719
stabilized,5,rollout/ep_len_mean,450560,282.57000732421875
stabilized,5,rollout/ep_len_mean,458752,286.7300109863281
stabilized,5,rollout/ep_len_mean,466944,257.55999755859375
stabilized,5,rollout/ep_len_mean,475136,272.7799987792969
stabilized,5,rollout/ep_len_mean,483328,300.2099914550781
stabilized,5,rollout/ep_len_mean,491520,306.05999755859375
stabilized,5,rollout/ep_len_mean,499712,327.8999938964844
stabilized,5,rollout/ep_len_mean,507904,290.3999938964844
stabilized,5,rollout/ep_len_mean,516096,281.9200134277344
stabilized,5,rollout/ep_len_mean,524288,287.1300048828125
stabilized,5,rollout/ep_len_mean,532480,275.3900146484375
stabilized,5,rollout/ep_len_mean,540672,237.3800048828125
stabilized,5,rollout/ep_len_mean,548864,253.7100067138672
stabilized,5,rollout/ep_len_mean,557056,274.4100036621094
stabilized,5,rollout/ep_len_mean,565248,292.3800048828125
stabilized,5,rollout/ep_len_mean,573440,334.32000732421875
stabilized,5,rollout/ep_len_mean,581632,352.67999267578125
stabilized,5,rollout/ep_len_mean,589824,337.54998779296875
stabilized,5,rollout/ep_len_mean,598016,329.260009765625
stabilized,5,rollout/ep_len_mean,606208,365.7099914550781
stabilized,5,rollout/ep_len_mean,614400,339.4200134277344
stabilized,5,rollout/ep_len_mean,622592,327.3999938964844
stabilized,5,rollout/ep_len_mean,630784,342.45001220703125
stabilized,5,rollout/ep_len_mean,638976,351.8699951171875
stabilized,5,rollout/ep_len_mean,647168,343.45001220703125
stabilized,5,rollout/ep_len_mean,655360,361.54998779296875
stabilized,5,rollout/ep_len_mean,663552,365.8900146484375
stabilized,5,rollout/ep_len_mean,671744,335.0799865722656
stabilized,5,rollout/ep_len_mean,679936,284.9100036621094
stabilized,5,rollout/ep_len_mean,688128,263.3500061035156
stabilized,5,rollout/ep_len_mean,696320,257.7200012207031
stabilized,5,rollout/ep_len_mean,704512,277.4200134277344
stabilized,5,rollout/ep_len_mean,712704,336.1700134277344
stabilized,5,rollout/ep_len_mean,720896,334.05999755859375
stabilized,5,rollout/ep_len_mean,729088,331.8800048828125
stabilized,5,rollout/ep_len_mean,737280,377.42999267578125
stabilized,5,rollout/ep_len_mean,745472,358.989990234375
stabilized,5,rollout/ep_len_mean,753664,403.0199890136719
stabilized,5,rollout/ep_len_mean,761856,370.5299987792969
stabilized,5,rollout/ep_len_mean,770048,413.05999755859375
stabilized,5,rollout/ep_len_mean,778240,367.3900146484375
stabilized,5,rollout/ep_len_mean,786432,365.7200012207031
stabilized,5,rollout/ep_len_mean,794624,369.6199951171875
stabilized,5,rollout/ep_len_mean,802816,346.9100036621094
stabilized,5,rollout/ep_len_mean,811008,351.6400146484375
stabilized,5,rollout/ep_len_mean,819200,268.6199951171875
stabilized,5,rollout/ep_len_mean,827392,294.5199890136719
stabilized,5,rollout/ep_len_mean,835584,317.6700134277344
stabilized,5,rollout/ep_len_mean,843776,291.9100036621094
stabilized,5,rollout/ep_len_mean,851968,268.69000244140625
stabilized,5,rollout/ep_len_mean,860160,243.27999877929688
stabilized,5,rollout/ep_len_mean,868352,244.4499969482422
stabilized,5,rollout/ep_len_mean,876544,253.99000549316406
stabilized,5,rollout/ep_len_mean,884736,255.10000610351562
stabilized,5,rollout/ep_len_mean,892928,309.1099853515625
stabilized,5,rollout/ep_len_mean,901120,348.44000244140625
stabilized,5,rollout/ep_len_mean,909312,339.8800048828125
stabilized,5,rollout/ep_len_mean,917504,353.5199890136719
stabilized,5,rollout/ep_len_mean,925696,323.1099853515625
stabilized,5,rollout/ep_len_mean,933888,313.6300048828125
stabilized,5,rollout/ep_len_mean,942080,331.7099914550781
stabilized,5,rollout/ep_len_mean,950272,362.4700012207031
stabilized,5,rollout/ep_len_mean,958464,376.6199951171875
stabilized,5,rollout/ep_len_mean,966656,387.92999267578125
stabilized,5,rollout/ep_len_mean,974848,366.6499938964844
stabilized,5,rollout/ep_len_mean,983040,377.1400146484375
stabilized,5,rollout/ep_len_mean,991232,312.510009765625
stabilized,5,rollout/ep_len_mean,999424,356.6199951171875
stabilized,5,rollout/ep_len_mean,1007616,376.6000061035156
stabilized,5,train/approx_kl,16384,0.017430732026696205
stabilized,5,train/approx_kl,24576,0.01900359056890011
stabilized,5,train/approx_kl,32768,0.018406903371214867
stabilized,5,train/approx_kl,40960,0.025232689455151558
stabilized,5,train/approx_kl,49152,0.01946776732802391
stabilized,5,train/approx_kl,57344,0.019177241250872612
stabilized,5,train/approx_kl,65536,0.019098445773124695
stabilized,5,train/approx_kl,73728,0.019716762006282806
stabilized,5,train/approx_kl,81920,0.019546784460544586
stabilized,5,train/approx_kl,90112,0.01932634226977825
stabilized,5,train/approx_kl,98304,0.01925589330494404
stabilized,5,train/approx_kl,106496,0.010559181682765484
stabilized,5,train/approx_kl,114688,0.01935749314725399
stabilized,5,train/approx_kl,122880,0.01196245662868023
stabilized,5,train/approx_kl,131072,0.019939124584197998
stabilized,5,train/approx_kl,139264,0.020722365006804466
stabilized,5,train/approx_kl,147456,0.02022259682416916
stabilized,5,train/approx_kl,155648,0.020315799862146378
stabilized,5,train/approx_kl,163840,0.023287784308195114
stabilized,5,train/approx_kl,172032,0.020124157890677452
stabilized,5,train/approx_kl,180224,0.02386254258453846
stabilized,5,train/approx_kl,188416,0.019839199259877205
stabilized,5,train/approx_kl,196608,0.022183408960700035
stabilized,5,train/approx_kl,204800,0.022312765941023827
stabilized,5,train/approx_kl,212992,0.02257939986884594
stabilized,5,train/approx_kl,221184,0.019696474075317383
stabilized,5,train/approx_kl,229376,0.011476773768663406
stabilized,5,train/approx_kl,237568,0.012136953882873058
stabilized,5,train/approx_kl,245760,0.021631449460983276
stabilized,5,train/approx_kl,253952,0.011454016901552677
stabilized,5,train/approx_kl,262144,0.022780757397413254
stabilized,5,train/approx_kl,270336,0.021262165158987045
stabilized,5,train/approx_kl,278528,0.007901549339294434
stabilized,5,train/approx_kl,286720,0.012951435521245003
stabilized,5,train/approx_kl,294912,0.02111140824854374
stabilized,5,train/approx_kl,303104,0.011234702542424202
stabilized,5,train/approx_kl,311296,0.01301279105246067
stabilized,5,train/approx_kl,319488,0.013152443803846836
stabilized,5,train/approx_kl,327680,0.013936108909547329
stabilized,5,train/approx_kl,335872,0.012161273509263992
stabilized,5,train/approx_kl,344064,0.013322319835424423
stabilized,5,train/approx_kl,352256,0.01597139984369278
stabilized,5,train/approx_kl,360448,0.013550912961363792
stabilized,5,train/approx_kl,368640,0.02249436266720295
stabilized,5,train/approx_kl,376832,0.014877852983772755
stabilized,5,train/approx_kl,385024,0.013802658766508102
stabilized,5,train/approx_kl,393216,0.014014055021107197
stabilized,5,train/approx_kl,401408,0.014125734567642212
stabilized,5,train/approx_kl,409600,0.010439415462315083
stabilized,5,train/approx_kl,417792,0.024321505799889565
stabilized,5,train/approx_kl,425984,0.02300157956779003
stabilized,5,train/approx_kl,434176,0.012165844440460205
stabilized,5,train/approx_kl,442368,0.021692747250199318
stabilized,5,train/approx_kl,450560,0.009188123978674412
stabilized,5,train/approx_kl,458752,0.0153157077729702
stabilized,5,train/approx_kl,466944,0.011448998004198074
stabilized,5,train/approx_kl,475136,0.014657367952167988
stabilized,5,train/approx_kl,483328,0.014071175828576088
stabilized,5,train/approx_kl,491520,0.010549473576247692
stabilized,5,train/approx_kl,499712,0.012823394499719143
stabilized,5,train/approx_kl,507904,0.014331559650599957
stabilized,5,train/approx_kl,516096,0.012776178307831287
stabilized,5,train/approx_kl,524288,0.013292642310261726
stabilized,5,train/approx_kl,532480,0.011969714425504208
stabilized,5,train/approx_kl,540672,0.01012858934700489
stabilized,5,train/approx_kl,548864,0.012143053114414215
stabilized,5,train/approx_kl,557056,0.01126474142074585
stabilized,5,train/approx_kl,565248,0.012289673089981079
stabilized,5,train/approx_kl,573440,0.013451636768877506
stabilized,5,train/approx_kl,581632,0.011582506820559502
stabilized,5,train/approx_kl,589824,0.013532000593841076
stabilized,5,train/approx_kl,598016,0.01389058493077755
stabilized,5,train/approx_kl,606208,0.00885024107992649
stabilized,5,train/approx_kl,614400,0.014048722572624683
stabilized,5,train/approx_kl,622592,0.013451166450977325
stabilized,5,train/approx_kl,630784,0.012739204801619053
stabilized,5,train/approx_kl,638976,0.013928421773016453
stabilized,5,train/approx_kl,647168,0.014429440721869469
stabilized,5,train/approx_kl,655360,0.012639355845749378
stabilized,5,train/approx_kl,663552,0.012968435883522034
stabilized,5,train/approx_kl,671744,0.014294665306806564
stabilized,5,train/approx_kl,679936,0.013415408320724964
stabilized,5,train/approx_kl,688128,0.01245793979614973
stabilized,5,train/approx_kl,696320,0.014119007624685764
stabilized,5,train/approx_kl,704512,0.013536795973777771
stabilized,5,train/approx_kl,712704,0.015582921914756298
stabilized,5,train/approx_kl,720896,0.012704494409263134
stabilized,5,train/approx_kl,729088,0.014907900243997574
stabilized,5,train/approx_kl,737280,0.006986269727349281
stabilized,5,train/approx_kl,745472,0.014133074320852757
stabilized,5,train/approx_kl,753664,0.01167787704616785
stabilized,5,train/approx_kl,761856,0.013409272767603397
stabilized,5,train/approx_kl,770048,0.012665510177612305
stabilized,5,train/approx_kl,778240,0.012097898870706558
stabilized,5,train/approx_kl,786432,0.012099678628146648
stabilized,5,train/approx_kl,794624,0.013625970110297203
stabilized,5,train/approx_kl,802816,0.009965727105736732
stabilized,5,train/approx_kl,811008,0.012521613389253616
stabilized,5,train/approx_kl,819200,0.014361578971147537
stabilized,5,train/approx_kl,827392,0.014617744833230972
stabilized,5,train/approx_kl,835584,0.011984672397375107
stabilized,5,train/approx_kl,843776,0.01371724158525467
stabilized,5,train/approx_kl,851968,0.014263971708714962
stabilized,5,train/approx_kl,860160,0.014813365414738655
stabilized,5,train/approx_kl,868352,0.01413721963763237
stabilized,5,train/approx_kl,876544,0.012931464239954948
stabilized,5,train/approx_kl,884736,0.011326487176120281
stabilized,5,train/approx_kl,892928,0.012759676203131676
stabilized,5,train/approx_kl,901120,0.015280118212103844
stabilized,5,train/approx_kl,909312,0.013290579430758953
stabilized,5,train/approx_kl,917504,0.013793442398309708
stabilized,5,train/approx_kl,925696,0.011425318196415901
stabilized,5,train/approx_kl,933888,0.01255207508802414
stabilized,5,train/approx_kl,942080,0.012534329667687416
stabilized,5,train/approx_kl,950272,0.011430925689637661
stabilized,5,train/approx_kl,958464,0.014606990851461887
stabilized,5,train/approx_kl,966656,0.01350353006273508
stabilized,5,train/approx_kl,974848,0.012454402633011341
stabilized,5,train/approx_kl,983040,0.014700425788760185
stabilized,5,train/approx_kl,991232,0.012109543196856976
stabilized,5,train/approx_kl,999424,0.01290767453610897
stabilized,5,train/approx_kl,1007616,0.011518091894686222
stabilized,5,train/clip_fraction,16384,0.17067648470401764
stabilized,5,train/clip_fraction,24576,0.19224241375923157
stabilized,5,train/clip_fraction,32768,0.2039811611175537
stabilized,5,train/clip_fraction,40960,0.20306536555290222
stabilized,5,train/clip_fraction,49152,0.1802455335855484
stabilized,5,train/clip_fraction,57344,0.16764937341213226
stabilized,5,train/clip_fraction,65536,0.20662499964237213
stabilized,5,train/clip_fraction,73728,0.19112318754196167
stabilized,5,train/clip_fraction,81920,0.1977817416191101
stabilized,5,train/clip_fraction,90112,0.18244759738445282
stabilized,5,train/clip_fraction,98304,0.1941964328289032
stabilized,5,train/clip_fraction,106496,0.15234375
stabilized,5,train/clip_fraction,114688,0.19182854890823364
stabilized,5,train/clip_fraction,122880,0.1675502210855484
stabilized,5,train/clip_fraction,131072,0.171875
stabilized,5,train/clip_fraction,139264,0.21349431574344635
stabilized,5,train/clip_fraction,147456,0.20414958894252777
stabilized,5,train/clip_fraction,155648,0.1808035671710968
stabilized,5,train/clip_fraction,163840,0.1922348439693451
stabilized,5,train/clip_fraction,172032,0.17957261204719543
stabilized,5,train/clip_fraction,180224,0.18499523401260376
stabilized,5,train/clip_fraction,188416,0.19840604066848755
stabilized,5,train/clip_fraction,196608,0.2106073945760727
stabilized,5,train/clip_fraction,204800,0.203125
stabilized,5,train/clip_fraction,212992,0.21152052283287048
stabilized,5,train/clip_fraction,221184,0.1820419579744339
stabilized,5,train/clip_fraction,229376,0.15275734663009644
stabilized,5,train/clip_fraction,237568,0.17049632966518402
stabilized,5,train/clip_fraction,245760,0.2188541740179062
stabilized,5,train/clip_fraction,253952,0.16015625
stabilized,5,train/clip_fraction,262144,0.2220279723405838
stabilized,5,train/clip_fraction,270336,0.19114191830158234
stabilized,5,train/clip_fraction,278528,0.09992732852697372
stabilized,5,train/clip_fraction,286720,0.1850852221250534
stabilized,5,train/clip_fraction,294912,0.22807592153549194
stabilized,5,train/clip_fraction,303104,0.15349264442920685
stabilized,5,train/clip_fraction,311296,0.18437500298023224
stabilized,5,train/clip_fraction,319488,0.1780931055545807
stabilized,5,train/clip_fraction,327680,0.19501201808452606
stabilized,5,train/clip_fraction,335872,0.16387194395065308
stabilized,5,train/clip_fraction,344064,0.18060661852359772
stabilized,5,train/clip_fraction,352256,0.21663135290145874
stabilized,5,train/clip_fraction,360448,0.18637242913246155
stabilized,5,train/clip_fraction,368640,0.22562965750694275
stabilized,5,train/clip_fraction,376832,0.19879332184791565
stabilized,5,train/clip_fraction,385024,0.18877550959587097
stabilized,5,train/clip_fraction,393216,0.19558823108673096
stabilized,5,train/clip_fraction,401408,0.19523948431015015
stabilized,5,train/clip_fraction,409600,0.1431361585855484
stabilized,5,train/clip_fraction,417792,0.2253449708223343
stabilized,5,train/clip_fraction,425984,0.2055027186870575
stabilized,5,train/clip_fraction,434176,0.169921875
stabilized,5,train/clip_fraction,442368,0.23125000298023224
stabilized,5,train/clip_fraction,450560,0.12420550733804703
stabilized,5,train/clip_fraction,458752,0.2083333283662796
stabilized,5,train/clip_fraction,466944,0.14692163467407227
stabilized,5,train/clip_fraction,475136,0.198369562625885
stabilized,5,train/clip_fraction,483328,0.19682016968727112
stabilized,5,train/clip_fraction,491520,0.14626024663448334
stabilized,5,train/clip_fraction,499712,0.17844203114509583
stabilized,5,train/clip_fraction,507904,0.19389881193637848
stabilized,5,train/clip_fraction,516096,0.1709134578704834
stabilized,5,train/clip_fraction,524288,0.1890120953321457
stabilized,5,train/clip_fraction,532480,0.15720663964748383
stabilized,5,train/clip_fraction,540672,0.13671875
stabilized,5,train/clip_fraction,548864,0.16737288236618042
stabilized,5,train/clip_fraction,557056,0.15187500417232513
stabilized,5,train/clip_fraction,565248,0.16718749701976776
stabilized,5,train/clip_fraction,573440,0.1936848908662796
stabilized,5,train/clip_fraction,581632,0.15789473056793213
stabilized,5,train/clip_fraction,589824,0.19086021184921265
stabilized,5,train/clip_fraction,598016,0.1935586780309677
stabilized,5,train/clip_fraction,606208,0.10891544073820114
stabilized,5,train/clip_fraction,614400,0.20279255509376526
stabilized,5,train/clip_fraction,622592,0.1852678507566452
stabilized,5,train/clip_fraction,630784,0.17276278138160706
stabilized,5,train/clip_fraction,638976,0.20176629722118378
stabilized,5,train/clip_fraction,647168,0.2025061845779419
stabilized,5,train/clip_fraction,655360,0.1784539520740509
stabilized,5,train/clip_fraction,663552,0.18309295177459717
stabilized,5,train/clip_fraction,671744,0.2029605209827423
stabilized,5,train/clip_fraction,679936,0.19072690606117249
stabilized,5,train/clip_fraction,688128,0.17162297666072845
stabilized,5,train/clip_fraction,696320,0.20048701763153076
stabilized,5,train/clip_fraction,704512,0.1875
stabilized,5,train/clip_fraction,712704,0.21488402783870697
stabilized,5,train/clip_fraction,720896,0.17354166507720947
stabilized,5,train/clip_fraction,729088,0.204353928565979
stabilized,5,train/clip_fraction,737280,0.07950367778539658
stabilized,5,train/clip_fraction,745472,0.1924913227558136
stabilized,5,train/clip_fraction,753664,0.15801411867141724
stabilized,5,train/clip_fraction,761856,0.19052419066429138
stabilized,5,train/clip_fraction,770048,0.17115384340286255
stabilized,5,train/clip_fraction,778240,0.1631355881690979
stabilized,5,train/clip_fraction,786432,0.1654929518699646
stabilized,5,train/clip_fraction,794624,0.18813344836235046
