#{"t_start": 1787796804.1184852, "env_id": "Ant-v5"}
r,l,t
1413.978063,1000,2.005386
104.435197,65,2.096628
28.06284,24,2.130541
17.13946,11,2.145813
19.864509,15,2.16727
11.262208,23,2.199827
111.89073,78,2.307024
51.642716,66,2.401135
33.956794,27,2.43903
22.373886,12,2.455422
66.012859,86,2.57236
42.089653,26,2.607291
2.131408,20,2.633921
37.415294,32,2.676814
15.07874,41,2.732646
69.739637,58,2.813201
57.70511,26,2.848517
81.505601,77,2.952007
14.326817,20,2.978545
11.156713,23,3.009266
146.260234,125,3.177515
101.173972,115,3.332889
19.546061,48,3.39978
123.792701,143,4.696066
107.750649,79,4.805692
50.08375,32,4.858183
43.480168,41,4.918833
136.424826,98,5.060604
70.113342,106,5.248725
17.465021,39,5.320724
29.160915,22,5.357484
75.775873,67,5.454854
85.528546,95,5.601803
95.091389,92,5.749193
47.409597,43,5.811958
70.18311,75,5.917619
104.471144,73,6.021523
39.648822,32,6.066887
59.475593,65,6.158331
140.561536,98,6.294331
54.441443,39,6.34828
52.765419,30,6.392868
388.748123,224,6.711723
51.017972,39,6.767426
308.843285,323,7.220659
33.338908,23,7.253131
79.734271,61,7.337263
1420.009806,1000,9.607231
117.623505,83,9.721905
7.648603,15,9.742682
13.592204,30,9.784193
348.522858,249,10.132799
16.365713,15,10.153929
87.398059,61,10.23807
42.0214,43,10.300074
47.912229,39,10.353524
172.217641,95,10.489038
5.833953,14,10.509089
57.861571,46,10.573323
72.837619,48,10.639113
50.738283,43,10.697796
90.072841,156,10.916102
969.892342,1000,12.702314
28.208832,24,12.735678
5.512619,21,12.765273
18.371319,12,12.78177
64.251071,56,12.860983
1256.104168,1000,14.314316
21.070176,27,14.352312
86.443039,52,14.424589
145.561497,124,15.16086
522.767833,321,15.612541
14.131324,18,15.638386
87.69842,49,15.7065
-1.846276,12,15.723076
998.818466,1000,17.127924
232.500664,187,17.383983
31.851661,21,17.412056
202.798103,136,17.596706
218.825376,185,17.850624
23.794123,43,17.910514
98.023526,59,18.58412
52.399509,53,18.667668
65.947192,52,18.73933
33.001508,18,18.764328
49.176942,33,18.811476
12.148202,13,18.829198
65.678085,50,18.898622
66.888781,59,18.978953
24.883726,30,19.020522
40.656527,54,19.095636
66.908298,75,19.200294
1276.527181,1000,20.583879
37.381405,43,20.645166
1418.333294,1000,22.399788
13.238766,33,22.4458
1326.114656,1000,23.839839
78.239365,78,23.948346
125.332119,91,24.073112
131.429338,79,24.180567
26.811495,58,24.260659
169.93212,131,24.44361
1205.486181,1000,26.289623
173.869134,170,26.521304
168.238397,111,26.676914
303.391774,218,26.975705
103.32281,96,27.108701
94.203466,92,27.234765
139.278486,93,27.362542
1351.034353,1000,29.300068
30.474704,45,29.363367
64.059007,43,29.420618
27.602083,23,29.451793
-1.842958,32,29.496526
41.610558,23,29.528702
25.269991,16,29.550358
5.926689,19,29.575397
223.905776,175,29.812763
6.730631,14,29.831668
37.620448,27,29.868774
36.001167,58,29.947656
73.976429,43,30.006889
107.485346,125,30.179828
1386.685489,1000,32.038321
40.080649,43,32.098577
15.101599,15,32.119214
20.779018,30,32.160327
91.432932,76,32.264826
17.462766,14,32.284271
77.771454,64,32.371819
116.157283,94,32.504289
1164.403699,1000,33.902694
21.312558,38,33.954473
892.68638,1000,35.698195
224.681279,143,35.901789
3.807941,11,35.917905
23.430377,21,35.94812
13.290441,15,35.96943
9.437381,14,35.98926
51.161231,46,36.056411
279.891565,338,36.528516
108.317156,91,36.656701
43.522825,53,36.733591
81.594049,59,36.818623
4.080891,10,36.832783
83.734817,63,36.919929
8.159813,17,36.943161
972.369343,1000,38.857364
173.993324,123,39.029995
196.923477,143,39.233541
17.207107,92,39.364293
6.163555,16,39.386496
104.975135,77,39.494624
84.711771,71,39.59398
59.734363,61,39.679008
219.008868,163,39.907873
75.587647,59,39.989995
1162.744212,1000,41.765796
-11.762982,27,41.802446
484.361593,296,42.211889
25.455827,13,42.244097
104.994064,66,42.332369
60.334205,44,42.393655
57.282525,54,42.468984
195.607359,173,42.710153
77.294234,62,42.799537
40.679108,25,42.83435
180.09909,175,43.074002
1.427972,11,43.089328
84.889088,66,43.180503
137.669271,83,43.295336
189.033682,232,43.617485
39.798098,23,43.64911
135.129314,175,43.891366
190.102711,159,44.115979
1466.785744,1000,45.9319
67.339124,58,46.013067
29.80164,38,46.066761
64.900929,41,46.123848
42.76065,26,46.15933
1521.872598,1000,47.560649
217.063462,128,47.736933
963.723843,1000,49.567257
1366.839391,1000,50.962697
38.641943,33,51.009993
42.910469,47,51.464743
169.862822,143,51.669123
150.422576,127,51.850357
21.614383,28,51.88864
18.533559,12,51.90543
200.01739,144,52.106132
61.336323,44,52.168249
41.389054,40,52.224505
142.459888,102,52.369916
12.930384,17,52.393706
81.035904,88,52.515927
128.75043,172,52.755882
173.712315,111,52.917018
22.070173,15,52.938436
237.485246,196,53.211745
26.781855,40,53.266509
110.057909,88,53.388956
