#{"t_start": 1787828746.531927, "env_id": "Ant-v5"}
r,l,t
3136.834643,1000,1.975906
2259.746913,768,3.031395
2840.998567,1000,4.978191
2768.403938,1000,6.380337
2674.927748,1000,8.482703
1636.11807,547,9.320123
2034.823289,715,10.397946
2955.636466,1000,12.239225
2096.001296,1000,13.626784
3085.76463,1000,15.965025
96.614271,35,16.012178
2566.19217,1000,17.379921
409.554274,142,17.570232
2349.078386,1000,19.254289
30.91505,19,19.280561
25.69645,14,19.30046
2428.530344,1000,20.66218
1196.485531,438,22.04648
2465.777747,1000,23.433108
1266.73404,426,24.017508
2727.064305,1000,25.844491
141.891495,74,25.946633
2242.775259,1000,27.333719
2331.661481,1000,29.100374
671.886349,246,29.439986
2069.854509,750,30.468156
420.343459,140,30.659423
156.033787,57,30.737987
928.255447,323,31.731694
2549.708521,1000,33.105931
2805.632573,1000,35.115948
113.210764,37,35.16695
2582.257114,1000,36.560703
2715.277628,1000,38.412703
2023.997699,764,39.494451
2516.957084,1000,40.896329
2861.364763,1000,42.796904
2516.448632,1000,44.171131
2652.234951,1000,46.337177
2540.513526,1000,47.730672
2839.9637,1000,49.574797
2192.683846,1000,50.97286
321.996593,110,51.127249
979.485734,331,52.496054
2618.20643,1000,53.92492
1502.832342,502,54.631156
51.718055,16,54.654079
2255.838077,1000,56.459832
2837.972689,917,57.750297
2976.283484,1000,59.768539
545.703341,180,60.019231
2521.882845,1000,61.421942
2202.196083,1000,62.992959
112.435787,41,63.050366
484.260017,168,63.284439
102.568418,47,63.353119
2927.672711,1000,64.753696
543.804285,184,65.427189
88.271796,35,65.476425
1780.857357,572,66.285529
3048.670923,1000,67.700341
128.494199,46,67.766509
1577.979268,508,69.316678
1094.570342,338,69.794261
2880.468195,1000,71.194162
2846.668438,1000,73.188633
1024.680116,380,73.720669
2992.595951,1000,75.127723
255.987745,101,75.271238
557.434861,192,75.918656
2975.302887,1000,77.336891
846.357236,312,77.768957
2467.184954,1000,79.381897
2632.035615,916,80.649358
297.327298,108,80.80086
643.103367,196,81.079137
2846.28557,1000,82.933357
2818.888987,1000,84.341174
113.496986,40,84.396392
2411.204882,1000,86.098583
2679.644621,1000,87.497793
2671.893643,1000,89.264782
2680.631408,1000,90.645443
2892.369414,1000,92.766809
2512.672519,1000,94.137973
2457.498467,1000,95.774113
2823.827235,1000,97.161893
2410.479048,1000,99.177888
451.414106,159,99.396601
3125.322165,1000,100.783931
1625.254304,569,102.181644
824.273193,296,102.590703
2149.3994,1000,103.971244
1225.366995,451,104.589488
310.681384,96,104.723438
2397.796737,1000,106.634555
2856.980391,1000,108.015709
2849.170566,1000,109.845703
2915.417656,1000,111.227069
2953.93904,955,113.17675
2868.91772,1000,114.562205
2956.703215,1000,116.570034
2244.464342,1000,117.961071
2583.979726,1000,119.763553
501.295972,167,119.993227
2768.438648,1000,121.370816
2958.296483,1000,123.069733
2191.339972,1000,124.478957
1565.979971,487,125.663147
2411.548744,802,126.776425
3173.620332,1000,128.21506
835.094275,277,128.96405
1325.903821,421,129.540438
1114.324228,348,130.018891
2320.490791,1000,131.400653
1972.7745,694,132.671824
329.388149,110,132.825975
2889.106594,1000,134.21244
763.11531,253,134.564483
2818.106449,1000,136.308159
2256.69551,1000,137.693508
1185.315958,383,138.81144
3158.351585,1000,140.211343
2225.919351,1000,141.929399
2655.639588,1000,143.315591
3027.975102,1000,145.341932
2844.795805,1000,146.719407
1145.794724,369,147.226249
2426.346194,1000,149.515528
314.034022,126,149.690253
467.83308,162,149.917722
2554.514026,1000,151.302666
2895.91285,1000,153.15734
2781.674837,1000,154.535767
2571.027696,1000,156.178792
1916.208898,610,157.046743
2223.60606,1000,158.881105
2821.77304,1000,160.25028
2216.209118,840,161.82812
2933.313306,1000,163.242779
3084.611137,1000,164.657804
2151.785885,742,165.992999
2993.235989,1000,167.37683
2871.266716,1000,169.122365
344.475903,116,169.28543
2947.487864,1000,170.686101
3018.259446,1000,172.533361
2300.600214,1000,173.913085
3044.454697,1000,175.980616
2829.082739,1000,177.38169
2477.800033,1000,179.249321
2809.29147,1000,180.661494
3036.150857,1000,182.434778
1239.261479,411,183.007616
2912.087911,1000,184.375257
2801.593583,1000,186.107538
3184.669937,1000,187.496926
2957.486112,1000,189.202241
2904.849167,1000,190.580181
2747.022235,1000,192.309284
2835.519415,1000,193.700019
2826.821905,1000,195.313303
20.75604,10,195.327387
3009.556826,1000,196.741205
1410.857608,474,197.733656
2907.244267,1000,199.152823
1182.494203,392,199.699885
599.489093,206,199.98774
2223.91056,1000,201.531842
1305.575444,417,202.103294
2531.668979,1000,203.699238
2800.897914,1000,205.097815
2886.006238,1000,206.676548
972.021782,330,207.129903
243.167614,95,207.262787
2615.468963,1000,208.634054
2522.051686,1000,210.515725
1479.213588,492,211.193451
142.119582,46,211.258505
344.568084,122,211.42605
2946.774887,1000,213.186121
2715.254051,1000,214.567717
3116.149013,1000,216.467278
2218.208063,1000,217.868252
2970.877475,1000,219.262896
