#{"t_start": 1787829250.2286806, "env_id": "Ant-v5"}
r,l,t
2795.081261,1000,2.034611
1342.770636,460,2.749915
2293.50202,1000,4.385489
2315.727855,1000,5.935146
2366.119008,1000,7.554279
648.631985,238,7.931311
258.506072,89,8.082906
2535.321817,1000,9.66232
234.098554,103,9.833055
2021.900107,681,11.134012
376.751765,149,11.39563
2866.410747,1000,12.944932
130.211658,59,13.028162
3091.557156,1000,14.899934
1293.124558,463,15.659602
2639.892116,976,17.144853
2443.041382,1000,18.609146
435.031153,187,18.859978
21.506184,11,18.874717
2996.370535,1000,20.351786
2540.673466,1000,21.776058
822.24644,302,22.205256
136.782186,45,22.269647
2389.281969,1000,23.834932
2296.531744,1000,25.333776
1342.361202,506,26.047446
484.339643,180,26.345857
2656.965015,1000,27.716924
2457.096531,1000,29.139652
2256.583463,1000,30.531459
891.897291,312,30.964501
2766.980588,936,32.324722
66.945797,30,32.37022
2607.484331,1000,33.849131
171.861291,59,33.938254
2481.317418,1000,35.519819
683.262368,227,35.835728
608.938177,224,36.149173
2505.072187,1000,37.550547
2563.381597,1000,39.015715
86.315041,37,39.068673
503.424398,197,39.343309
2451.146673,1000,40.742213
2220.265508,1000,42.217017
2883.506048,1000,43.652166
2446.489674,1000,45.225935
43.811888,21,45.258669
2698.544466,1000,46.763856
2583.538468,1000,48.315894
2629.321596,1000,49.802994
434.945558,155,50.034846
2631.403244,1000,51.680692
182.603537,62,51.768165
2648.86302,986,53.20455
130.95175,52,53.286468
2852.3274,1000,54.939152
2844.577756,1000,56.487382
1458.599538,559,57.510993
2862.182718,1000,59.137334
1081.075557,393,59.795891
2766.602027,965,61.53011
2222.700715,1000,63.178883
2259.419102,1000,64.772136
2416.512858,1000,66.325637
2195.316683,1000,67.98909
488.501023,185,68.276796
939.375929,345,68.833246
2949.670175,1000,70.470981
1204.967216,420,71.109576
2585.322383,1000,72.691498
2546.718078,1000,74.278644
1092.800012,454,74.93055
1424.899968,530,75.705766
2046.722078,741,76.833505
195.355298,69,76.930646
1031.502942,383,77.483449
2777.398432,1000,79.013856
2061.619957,1000,80.520472
2396.034867,1000,81.947456
2676.528333,1000,83.447033
2401.226466,1000,84.867312
2321.801147,1000,86.378244
2672.593164,1000,87.784067
1732.771526,791,88.964842
2502.678165,1000,90.402441
18.329524,12,90.419491
2305.694706,1000,91.897029
2801.130981,1000,93.315979
2620.053849,1000,94.806903
2299.777304,1000,96.193613
890.355038,309,96.619066
2863.159644,1000,98.066586
2338.045276,1000,99.446371
2206.617392,1000,100.909218
2535.82926,1000,102.300194
2240.76473,1000,103.802459
2767.685541,1000,105.197103
1833.132309,685,106.142428
1820.97683,618,107.071498
2365.253559,1000,108.459572
611.291279,236,108.784242
2148.267587,1000,110.264575
2492.355704,1000,111.641187
2456.892304,1000,113.087271
